time_period,time_identifier,geographic_level,country_name,country_code,sector,soc_4_labelled,soc_3_labelled,soc_2_labelled,soc_1_labelled,sample_occupations_estab_has_vacancy,vac_sum,htfv_sum,ssv_sum,htfv_den,ssv_den
2017,Calendar year,National,United Kingdom,K02000001,Total,3533 - Insurance underwriters,Total,Total,Total,24,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3536 - Importers and exporters,Total,Total,Total,15,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,1241 - Health care practice managers,Total,Total,Total,6,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2214 - Ophthalmic opticians,Total,Total,Total,23,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2215 - Dental practitioners,Total,Total,Total,17,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2232 - Midwives,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2443 - Probation officers,Total,Total,Total,15,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3213 - Paramedics,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3216 - Dispensing opticians,Total,Total,Total,9,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3217 - Pharmaceutical technicians,Total,Total,Total,9,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,6143 - Dental nurses,Total,Total,Total,51,1032.36954451941,451.18263629029,201.889054351841,43.7035980657802,19.5558901774678
2017,Calendar year,National,United Kingdom,K02000001,Total,6146 - Senior care workers,Total,Total,Total,136,1841.06376946287,869.807816786046,505.26652878978,47.244850027102,27.4442709248029
2017,Calendar year,National,United Kingdom,K02000001,Total,7114 - Pharmacy and other dispensing assistants,Total,Total,Total,185,4571.24351523358,1477.52300811967,960.923748879864,32.3221242359077,21.021057961091
2017,Calendar year,National,United Kingdom,K02000001,Total,9271 - Hospital porters,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,8114 - Chemical and related process operatives,Total,Total,Total,35,688.946305904162,261.258732405318,188.062331812778,37.9214940506062,27.2970956083389
2017,Calendar year,National,United Kingdom,K02000001,Total,3311 - Ncos and other ranks,Total,Total,Total,26,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,5211 - Smiths and forge workers,Total,Total,Total,5,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,"5212 - Moulders, core makers and die casters",Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,5432 - Bakers and flour confectioners,Total,Total,Total,39,586.089267910204,235.124998233567,183.730649684688,40.1176085465519,31.3485777243131
2017,Calendar year,National,United Kingdom,K02000001,Total,5433 - Fishmongers and poultry dressers,Total,Total,Total,9,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,8112 - Glass and ceramics process operatives,Total,Total,Total,7,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,8113 - Textile process operatives,Total,Total,Total,12,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,8117 - Metal making and treating process operatives,Total,Total,Total,18,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,8118 - Electroplaters,Total,Total,Total,9,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,"8134 - Weighers, graders and sorters",Total,Total,Total,9,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,9239 - Elementary cleaning occupations n.e.c.,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,"1213 - Managers and proprietors in forestry, fishing and related services",Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,8126 - Water and sewerage plant operatives,Total,Total,Total,7,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,1171 - Officers in armed forces,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,"1173 - Senior officers in fire, ambulance, prison and related services",Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,2463 - Environmental health professionals,Total,Total,Total,7,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3312 - Police officers (sergeant and below),Total,Total,Total,8,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3314 - Prison service officers (below principal officer),Total,Total,Total,10,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3511 - Air traffic controllers,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,3513 - Ship and hovercraft officers,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,8232 - Marine and waterways transport operatives,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,6214 - Air travel assistants,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,8231 - Train and tram drivers,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,8233 - Air transport operatives,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,8234 - Rail transport operatives,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,1252 - Garage managers and proprietors,Total,Total,Total,7,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,7124 - Market and street traders and assistants,Total,Total,Total,c,u,u,u,u,u
2017,Calendar year,National,United Kingdom,K02000001,Total,9251 - Shelf fillers,Total,Total,Total,80,1987.33768433226,173.397120413489,74.3748019270182,8.72509598044227,3.7424340369215
2017,Calendar year,National,United Kingdom,K02000001,Total,Total,Total,Total,Total,38852,984647.424145364,336825.701974813,226484.119914617,34.2077472316717,23.0015449551596
2022,Calendar year,National,United Kingdom,K02000001,Total,1115 - Chief executives and senior officials,Total,Total,Total,17,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,1116 - Elected officers and representatives,Total,Total,Total,c,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,1121 - Production managers and directors in manufacturing,Total,Total,Total,81,1509.6702818579,808.699884328894,736.57742636706,53.5679806410216,48.7906157535658
2022,Calendar year,National,United Kingdom,K02000001,Total,1122 - Production managers and directors in construction,Total,Total,Total,90,3274.01507291912,1637.31253073885,1303.13205515708,50.0093156040061,39.8022619362959
2022,Calendar year,National,United Kingdom,K02000001,Total,1131 - Financial managers and directors,Total,Total,Total,79,1642.93654880742,768.829467402685,306.915070747098,46.796053564014,18.6808839921348
2022,Calendar year,National,United Kingdom,K02000001,Total,1134 - Advertising and public relations directors,Total,Total,Total,c,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,1135 - Human resource managers and directors,Total,Total,Total,43,1010.2821281217,274.193058280816,255.948884263732,27.1402463379799,25.3343969114437
2022,Calendar year,National,United Kingdom,K02000001,Total,1139 - Functional managers and directors n.e.c.,Total,Total,Total,73,1967.98604208223,640.105403418043,469.762620597057,32.5259117559989,23.8702211576675
2022,Calendar year,National,United Kingdom,K02000001,Total,1150 - Financial institution managers and directors,Total,Total,Total,19,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,1161 - Managers and directors in transport and distribution,Total,Total,Total,34,1193.4747549987,322.096841819071,312.223661005579,26.9881570992611,26.1608936173869
2022,Calendar year,National,United Kingdom,K02000001,Total,1181 - Health services and public health managers and directors,Total,Total,Total,20,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,1190 - Managers and directors in retail and wholesale,Total,Total,Total,311,8688.48490040291,3808.9712895832,2162.51656404579,43.8393037824877,24.8894552828826
2022,Calendar year,National,United Kingdom,K02000001,Total,1225 - Leisure and sports managers,Total,Total,Total,76,1450.77364813952,530.175564678519,248.424827891633,36.5443338013769,17.1236104412438
2022,Calendar year,National,United Kingdom,K02000001,Total,"1242 - Residential, day and domiciliary  care managers and proprietors",Total,Total,Total,105,2961.82177602417,1022.57351355444,668.758573549738,34.5251534657533,22.5792982874025
2022,Calendar year,National,United Kingdom,K02000001,Total,"1251 - Property, housing and estate managers",Total,Total,Total,102,2742.61683580719,1294.30039303126,922.608235794481,47.1921697603933,33.6397058367413
2022,Calendar year,National,United Kingdom,K02000001,Total,1253 - Hairdressing and beauty salon managers and proprietors,Total,Total,Total,7,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,1259 - Managers and proprietors in other services n.e.c.,Total,Total,Total,105,2810.38484496481,1117.84952120313,793.146312120377,39.775674253507,28.2219822506304
2022,Calendar year,National,United Kingdom,K02000001,Total,2114 - Social and humanities scientists,Total,Total,Total,12,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2119 - Natural and social science professionals n.e.c.,Total,Total,Total,28,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2123 - Electrical engineers,Total,Total,Total,54,1171.91375710699,747.410705602788,628.924708322706,63.7769376005841,53.6664668802319
2022,Calendar year,National,United Kingdom,K02000001,Total,2133 - It specialist managers,Total,Total,Total,48,1837.7403676026,1176.7997060714,944.41378808061,64.0351448342279,51.3899463019705
2022,Calendar year,National,United Kingdom,K02000001,Total,2137 - Web design and development professionals,Total,Total,Total,59,2058.3083178414,1168.65948833361,800.533200512354,56.7776692249491,38.8927739140603
2022,Calendar year,National,United Kingdom,K02000001,Total,2141 - Conservation professionals,Total,Total,Total,20,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2142 - Environment professionals,Total,Total,Total,29,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2221 - Physiotherapists,Total,Total,Total,28,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2229 - Therapy professionals n.e.c.,Total,Total,Total,27,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2314 - Secondary education teaching professionals,Total,Total,Total,429,6095.64450515511,3080.08699349891,1938.14253528635,50.5293081132614,31.7955309507838
2022,Calendar year,National,United Kingdom,K02000001,Total,2315 - Primary and nursery education teaching professionals,Total,Total,Total,238,3166.28278974762,1645.74251097143,1211.68529046547,51.9771170250592,38.2683850725175
2022,Calendar year,National,United Kingdom,K02000001,Total,2316 - Special needs education teaching professionals,Total,Total,Total,65,768.518404205108,442.10149190253,332.674260356422,57.5264677441009,43.2877415213645
2022,Calendar year,National,United Kingdom,K02000001,Total,2317 - Senior professionals of educational establishments,Total,Total,Total,145,1949.14533186822,576.114237325012,355.729058701423,29.5572745605797,18.2505148736376
2022,Calendar year,National,United Kingdom,K02000001,Total,2319 - Teaching and other educational professionals n.e.c.,Total,Total,Total,144,5525.78522009982,3045.5609926346,2319.32401370806,55.115442807232,41.9727499590757
2022,Calendar year,National,United Kingdom,K02000001,Total,2419 - Legal professionals n.e.c.,Total,Total,Total,44,2561.84483902427,1327.52238841821,772.100976912453,51.8190004404727,30.1384754123721
2022,Calendar year,National,United Kingdom,K02000001,Total,2421 - Chartered and certified accountants,Total,Total,Total,172,7197.10059479978,5046.27029037297,3195.50755987942,70.1153224677604,44.3999290796119
2022,Calendar year,National,United Kingdom,K02000001,Total,2423 - Management consultants and business analysts,Total,Total,Total,51,3756.75744175969,2630.60007152909,2391.3396914461,70.023154603692,63.6543542807486
2022,Calendar year,National,United Kingdom,K02000001,Total,2424 - Business and financial project management professionals,Total,Total,Total,94,3349.20690236134,1519.99542516423,1393.36283876566,45.383742165722,41.6027698313676
2022,Calendar year,National,United Kingdom,K02000001,Total,2426 - Business and related research professionals,Total,Total,Total,32,1183.39693759704,235.997714939265,235.997714939265,19.9423969626347,19.9423969626347
2022,Calendar year,National,United Kingdom,K02000001,Total,"2429 - Business, research and administrative professionals n.e.c.",Total,Total,Total,20,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2432 - Town planning officers,Total,Total,Total,20,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2434 - Chartered surveyors,Total,Total,Total,97,3131.56221121197,1725.15713414191,1141.87064758561,55.0893457573764,36.4632911809114
2022,Calendar year,National,United Kingdom,K02000001,Total,2444 - Clergy,Total,Total,Total,20,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2451 - Librarians,Total,Total,Total,12,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2452 - Archivists and curators,Total,Total,Total,12,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,2472 - Public relations professionals,Total,Total,Total,48,2120.93769756636,543.252747768275,440.298407927659,25.6138003672444,20.7596106398068
2022,Calendar year,National,United Kingdom,K02000001,Total,2473 - Advertising accounts managers and creative directors,Total,Total,Total,15,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,3114 - Building and civil engineering technicians,Total,Total,Total,33,839.462095353823,504.898824567335,461.41258542189,60.1455178693358,54.9652673986917
2022,Calendar year,National,United Kingdom,K02000001,Total,3131 - It operations technicians,Total,Total,Total,122,3758.1639494333,1654.79073281021,1407.72775036549,44.0318931019424,37.4578589254405
2022,Calendar year,National,United Kingdom,K02000001,Total,3132 - It user support technicians,Total,Total,Total,121,3967.83472679466,2784.97996937431,2426.47254299938,70.1889106057626,61.1535688876728
2022,Calendar year,National,United Kingdom,K02000001,Total,3218 - Medical and dental technicians,Total,Total,Total,46,1166.68901790899,951.9345976839,547.828842958689,81.5928309147894,46.9558583777997
2022,Calendar year,National,United Kingdom,K02000001,Total,3219 - Health associate professionals n.e.c.,Total,Total,Total,33,1622.68198665164,967.713261338697,899.46179815787,59.6366551979508,55.430565296031
2022,Calendar year,National,United Kingdom,K02000001,Total,3231 - Youth and community workers,Total,Total,Total,163,4683.59565462345,2653.91220049061,1386.43031809139,56.6639905789216,29.6018362883817
2022,Calendar year,National,United Kingdom,K02000001,Total,3234 - Housing officers,Total,Total,Total,40,1754.63579299311,596.635796342905,532.263008773814,34.003398239423,30.334671781992
2022,Calendar year,National,United Kingdom,K02000001,Total,3239 - Welfare and housing associate professionals n.e.c.,Total,Total,Total,176,4960.69196345077,2537.4389847739,1548.61290060832,51.1509080480942,31.2176791467428
2022,Calendar year,National,United Kingdom,K02000001,Total,3411 - Artists,Total,Total,Total,14,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,"3413 - Actors, entertainers and presenters",Total,Total,Total,c,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,3414 - Dancers and choreographers,Total,Total,Total,c,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,3415 - Musicians,Total,Total,Total,6,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,"3416 - Arts officers, producers and directors",Total,Total,Total,30,1096.33545286261,534.820122592966,498.989920955372,48.7825255670161,45.5143468773607
2022,Calendar year,National,United Kingdom,K02000001,Total,"3417 - Photographers, audio-visual and broadcasting equipment operators",Total,Total,Total,49,2371.27246554454,1653.56762433395,806.671167819676,69.733345634502,34.0184934266688
2022,Calendar year,National,United Kingdom,K02000001,Total,3421 - Graphic designers,Total,Total,Total,74,2076.92033328219,783.566915678033,609.692999134223,37.7273457783405,29.3556276263479
2022,Calendar year,National,United Kingdom,K02000001,Total,"3422 - Product, clothing and related designers",Total,Total,Total,73,1995.61935712548,1068.38753463243,831.064076959429,53.5366391800967,41.6444185105775
2022,Calendar year,National,United Kingdom,K02000001,Total,3441 - Sports players,Total,Total,Total,5,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,"3442 - Sports coaches, instructors and officials",Total,Total,Total,127,3424.89509215177,1774.69143023558,1509.65253162538,51.8173953503665,44.0787963136387
2022,Calendar year,National,United Kingdom,K02000001,Total,3443 - Fitness instructors,Total,Total,Total,72,2338.97270696611,1315.81042847647,775.368875344461,56.2559120317063,33.1499753304174
2022,Calendar year,National,United Kingdom,K02000001,Total,3520 - Legal associate professionals,Total,Total,Total,124,5079.45942128936,1755.50910457214,1346.79995400207,34.5609435762857,26.5146316231463
2022,Calendar year,National,United Kingdom,K02000001,Total,3537 - Financial and accounting technicians,Total,Total,Total,42,1759.97456720933,1206.37233111725,754.134483099815,68.5448729540511,42.849169365873
2022,Calendar year,National,United Kingdom,K02000001,Total,3538 - Financial accounts managers,Total,Total,Total,75,2226.32370810506,936.5252167687,731.517882147598,42.0659948667493,32.8576603431237
2022,Calendar year,National,United Kingdom,K02000001,Total,3539 - Business and related associate professionals n.e.c.,Total,Total,Total,83,4434.90506561292,1431.72631147677,1271.36232521601,32.2831332417461,28.6671824178112
2022,Calendar year,National,United Kingdom,K02000001,Total,3542 - Business sales executives,Total,Total,Total,261,7342.84554711609,3688.32675670023,2694.23374056769,50.2302102506952,36.6919571340549
2022,Calendar year,National,United Kingdom,K02000001,Total,3543 - Marketing associate professionals,Total,Total,Total,290,15720.0995797645,4215.2164248889,2972.90802520127,26.8141839910154,18.9115088623745
2022,Calendar year,National,United Kingdom,K02000001,Total,3545 - Sales accounts and business development managers,Total,Total,Total,358,9932.33227622088,5223.15805970077,4464.10068606929,52.5874277505355,44.9451403952408
2022,Calendar year,National,United Kingdom,K02000001,Total,3546 - Conference and exhibition managers and organisers,Total,Total,Total,94,2529.44421453422,1091.20337862912,856.582771251281,43.1400452462661,33.8644658114753
2022,Calendar year,National,United Kingdom,K02000001,Total,3550 - Conservation and environmental associate professionals,Total,Total,Total,8,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,3562 - Human resources and industrial relations officers,Total,Total,Total,354,14954.1288444085,6128.05642284256,5147.27309513675,40.9790265056723,34.420414246072
2022,Calendar year,National,United Kingdom,K02000001,Total,3563 - Vocational and industrial trainers and instructors,Total,Total,Total,120,3894.67524214631,2169.77495954575,589.899791663766,55.7113192921834,15.1463152891454
2022,Calendar year,National,United Kingdom,K02000001,Total,3564 - Careers advisers and vocational guidance specialists,Total,Total,Total,24,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,4113 - Local government administrative occupations,Total,Total,Total,49,4205.63177181111,2203.03797533151,1979.70614442826,52.3830448042958,47.0727408352188
2022,Calendar year,National,United Kingdom,K02000001,Total,4114 - Officers of non-governmental organisations,Total,Total,Total,20,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,"4122 - Book-keepers, payroll managers and wages clerks",Total,Total,Total,446,11699.0625587356,6254.00496301696,4776.10849015683,53.4573170424424,40.8247110926896
2022,Calendar year,National,United Kingdom,K02000001,Total,4124 - Finance officers,Total,Total,Total,105,4588.69805545832,2216.68284050833,1233.87060621534,48.307446114733,26.8893396624264
2022,Calendar year,National,United Kingdom,K02000001,Total,4129 - Financial administrative occupations n.e.c.,Total,Total,Total,214,5891.78213887647,2425.25333298428,1719.15820835647,41.1633233513749,29.1789168002791
2022,Calendar year,National,United Kingdom,K02000001,Total,4131 - Records clerks and assistants,Total,Total,Total,103,2368.07488368773,949.970233379964,766.575261619693,40.1157176204075,32.3712424341045
2022,Calendar year,National,United Kingdom,K02000001,Total,4132 - Pensions and insurance clerks and assistants,Total,Total,Total,50,1957.28221264387,1305.7446178635,913.204986503751,66.712128145267,46.6567866710547
2022,Calendar year,National,United Kingdom,K02000001,Total,4133 - Stock control clerks and assistants,Total,Total,Total,73,1825.05591891033,731.754048839418,593.222516739154,40.0948837379361,32.5043474335484
2022,Calendar year,National,United Kingdom,K02000001,Total,4134 - Transport and distribution clerks and assistants,Total,Total,Total,141,4888.99985015065,1957.39293535086,1074.45811790955,40.0366740712939,21.9770536069139
2022,Calendar year,National,United Kingdom,K02000001,Total,4135 - Library clerks and assistants,Total,Total,Total,45,1455.59015269755,458.828734284475,274.888892461284,31.5218355547513,18.8850475493978
2022,Calendar year,National,United Kingdom,K02000001,Total,4138 - Human resources administrative occupations,Total,Total,Total,48,1165.19960640325,398.199825795132,330.754735006559,34.1743872557852,28.3861008181711
2022,Calendar year,National,United Kingdom,K02000001,Total,4151 - Sales administrators,Total,Total,Total,197,4772.15600784401,2334.26656579885,1615.99832422494,48.9142970590652,33.8630656996275
2022,Calendar year,National,United Kingdom,K02000001,Total,4159 - Other administrative occupations n.e.c.,Total,Total,Total,1380,56051.2942096141,28746.0918976159,23943.6914050908,51.2853312362685,42.717463963542
2022,Calendar year,National,United Kingdom,K02000001,Total,4161 - Office managers,Total,Total,Total,73,2831.03971657505,969.78455285575,799.544849666518,34.2554202676104,28.2420922951161
2022,Calendar year,National,United Kingdom,K02000001,Total,4162 - Office supervisors,Total,Total,Total,9,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,4213 - School secretaries,Total,Total,Total,144,1923.41185822757,739.414892479172,541.841386106088,38.4428789557607,28.1708456661693
2022,Calendar year,National,United Kingdom,K02000001,Total,4215 - Personal assistants and other secretaries,Total,Total,Total,53,1298.25477276016,491.52593712216,297.942496212488,37.8605145488622,22.94946280683
2022,Calendar year,National,United Kingdom,K02000001,Total,4216 - Receptionists,Total,Total,Total,503,10452.1174002413,5210.12188756246,3282.65124740901,49.847525511359,31.4065669347843
2022,Calendar year,National,United Kingdom,K02000001,Total,4217 - Typists and related keyboard occupations,Total,Total,Total,16,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,5112 - Horticultural trades,Total,Total,Total,28,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,5113 - Gardeners and landscape gardeners,Total,Total,Total,85,3321.23811017979,2292.86814613276,1603.16834921383,69.0365481205633,48.2702021363667
2022,Calendar year,National,United Kingdom,K02000001,Total,5114 - Groundsmen and greenkeepers,Total,Total,Total,57,1717.50389341638,695.522464029157,449.102700054178,40.4961215340046,26.1485695476849
2022,Calendar year,National,United Kingdom,K02000001,Total,5213 - Sheet metal workers,Total,Total,Total,46,964.298261281424,656.076346295501,493.388588300129,68.0366617506562,51.1655582210095
2022,Calendar year,National,United Kingdom,K02000001,Total,5215 - Welding trades,Total,Total,Total,189,4834.63477464311,3791.78390436878,2589.21024719759,78.4295832284185,53.5554466446481
2022,Calendar year,National,United Kingdom,K02000001,Total,5223 - Metal working production and maintenance fitters,Total,Total,Total,638,23300.067927732,15368.0472706008,11846.1516337169,65.957092134953,50.8417042836924
2022,Calendar year,National,United Kingdom,K02000001,Total,5224 - Precision instrument makers and repairers,Total,Total,Total,40,1343.00246619717,970.959929662925,884.356716460221,72.297702655177,65.8492250549885
2022,Calendar year,National,United Kingdom,K02000001,Total,"5231 - Vehicle technicians, mechanics and electricians",Total,Total,Total,633,17943.4794555605,14350.54151574,10423.5066795633,79.9763588287383,58.0907772396015
2022,Calendar year,National,United Kingdom,K02000001,Total,5237 - Rail and rolling stock builders and repairers,Total,Total,Total,c,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,5241 - Electricians and electrical fitters,Total,Total,Total,275,10975.7633762712,8983.73239669005,6730.46898686804,81.8506384358852,61.3211924868827
2022,Calendar year,National,United Kingdom,K02000001,Total,5242 - Telecommunications engineers,Total,Total,Total,33,3015.12545175104,2375.9039178711,2275.46888903199,78.7995045609557,75.4684647602477
2022,Calendar year,National,United Kingdom,K02000001,Total,5245 - It engineers,Total,Total,Total,59,7243.04191080889,1191.17838774164,1088.70526055945,16.445830390185,15.0310501301223
2022,Calendar year,National,United Kingdom,K02000001,Total,5249 - Electrical and electronic trades n.e.c.,Total,Total,Total,94,3065.68540891394,2514.78396806962,1967.37277622734,82.0300726472947,64.1739941908882
2022,Calendar year,National,United Kingdom,K02000001,Total,"5250 - Skilled metal, electrical and electronic trades supervisors",Total,Total,Total,16,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,5314 - Plumbers and heating and ventilating engineers,Total,Total,Total,189,7998.50282924125,5888.85753710243,4705.47086912812,73.6244977694289,58.8293955704518
2022,Calendar year,National,United Kingdom,K02000001,Total,5315 - Carpenters and joiners,Total,Total,Total,224,7533.28544532318,6014.93945491163,4873.40902876802,79.8448366063949,64.6916815264651
2022,Calendar year,National,United Kingdom,K02000001,Total,5319 - Construction and building trades n.e.c.,Total,Total,Total,144,6611.11769421529,4135.43742776568,3339.75621770949,62.552772754056,50.5172706368813
2022,Calendar year,National,United Kingdom,K02000001,Total,5412 - Upholsterers,Total,Total,Total,17,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,5414 - Tailors and dressmakers,Total,Total,Total,14,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,5434 - Chefs,Total,Total,Total,1534,34195.8426239488,27657.2869889235,15560.8001781892,80.879091920823,45.5049473390996
2022,Calendar year,National,United Kingdom,K02000001,Total,5435 - Cooks,Total,Total,Total,209,3848.09453792885,2658.40540434379,1024.30895026999,69.0836822781026,26.6186014967631
2022,Calendar year,National,United Kingdom,K02000001,Total,5436 - Catering and bar managers,Total,Total,Total,155,2835.62922509452,1918.02844492259,1381.45382677585,67.6403116440112,48.7177172018956
2022,Calendar year,National,United Kingdom,K02000001,Total,5442 - Furniture makers and other craft woodworkers,Total,Total,Total,24,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,5449 - Other skilled trades n.e.c.,Total,Total,Total,43,1670.12150439879,1191.84591883835,846.515455516486,71.3628269379953,50.6858604770324
2022,Calendar year,National,United Kingdom,K02000001,Total,6121 - Nursery nurses and assistants,Total,Total,Total,803,18696.7461407991,14648.4031897876,10918.7697364114,78.3473395823808,58.3993046393513
2022,Calendar year,National,United Kingdom,K02000001,Total,6122 - Childminders and related occupations,Total,Total,Total,66,1406.97970881536,950.837091035683,785.336523862886,67.580014486226,55.81718904277
2022,Calendar year,National,United Kingdom,K02000001,Total,6123 - Playworkers,Total,Total,Total,65,1330.9821889107,798.069703410019,350.997922721382,59.9609604139914,26.3713463369969
2022,Calendar year,National,United Kingdom,K02000001,Total,6125 - Teaching assistants,Total,Total,Total,645,12224.4232047525,7891.86816777564,5855.00384243605,64.558204796996,47.8959517710396
2022,Calendar year,National,United Kingdom,K02000001,Total,6126 - Educational support assistants,Total,Total,Total,371,9774.77468698054,6221.54365528366,3696.01677354224,63.6489725289568,37.8117848431344
2022,Calendar year,National,United Kingdom,K02000001,Total,6139 - Animal care services occupations n.e.c.,Total,Total,Total,106,3736.53070772124,1959.07242698856,1369.62001035418,52.4302509528503,36.6548576069232
2022,Calendar year,National,United Kingdom,K02000001,Total,6144 - Houseparents and residential wardens,Total,Total,Total,39,541.504414832865,350.900572067534,151.963821861583,64.8010547016203,28.0632655429941
2022,Calendar year,National,United Kingdom,K02000001,Total,6145 - Care workers and home carers,Total,Total,Total,2870,144617.028151129,97005.1078022717,55499.5050945101,67.0772377516283,38.3768812041357
2022,Calendar year,National,United Kingdom,K02000001,Total,6146 - Senior care workers,Total,Total,Total,258,5934.04682049065,3030.44784516218,1753.57702373503,51.0688226236747,29.5511153986823
2022,Calendar year,National,United Kingdom,K02000001,Total,6147 - Care escorts,Total,Total,Total,6,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,"6148 - Undertakers, mortuary and crematorium assistants",Total,Total,Total,23,u,u,u,u,u
2022,Calendar year,National,United Kingdom,K02000001,Total,6211 - Sports and leisure assistants,Total,Total,Total,189,5438.58015865937,2613.01639525851,1804.56060810387,48.0459296181935,33.1807301806636
2022,Calendar year,National,United Kingdom,K02000001,Total,6212 - Travel agents,Total,Total,Total,53,5113.33940155833,1368.21755188022,852.416080362423,26.7578082429506,16.6704381113963
2022,Calendar year,National,United Kingdom,K02000001,Total,6219 - Leisure and travel service occupations n.e.c.,Total,Total,Total,20,u,u,u,u,u
