time_period,time_identifier,geographic_level,country_code,country_name,institution_group,institution_type,breakdown_topic,breakdown,data_type,version,inst_count,cohort,overall,education,fe,ssf,sfc,other_edu,ind,appru,special,spi,edu_combo,he,appren,appl3,appl2,all_work,all_notsust,notsust,notsust_ben,only_ben,all_unknown,unknown_id,unknown
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status,Not disadvantaged,Number of students,Revised,z,412845,390323,367402,130047,178591,55908,2915,z,z,z,z,z,z,17878,4187,13691,5043,18101,z,z,z,4421,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status,Not disadvantaged,Number of students,Revised,z,417428,394646,371660,131304,178699,56019,5698,z,z,z,z,z,z,17894,4187,13707,5092,18323,z,z,z,4459,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Not Disadvantaged Female,Number of students,Revised,z,203089,192942,184674,60383,92285,30439,1580,z,z,z,z,z,z,6621,760,5861,1647,8197,z,z,z,1950,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,Disadvantage Status,Disadvantaged,Number of students,Revised,z,6112,5011,4846,2058,87,96,2605,z,z,z,z,z,z,22,0,22,143,969,z,z,z,132,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,Disadvantage Status,Not disadvantaged,Number of students,Revised,z,4583,4323,4258,1257,108,111,2783,z,z,z,z,z,z,16,0,16,49,222,z,z,z,38,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Not Disadvantaged Male,Number of students,Revised,z,209756,197381,182728,69664,86306,25469,1335,z,z,z,z,z,z,11257,3427,7830,3396,9904,z,z,z,2471,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Black Caribbean,Percentage,Revised,z,8165,92.7,89.7,38.3,36.9,13,1.5,z,z,z,z,z,z,2.2,1.2,1.1,0.8,6,z,z,z,1.3,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any other ethnic group,Percentage,Revised,z,7245,92.9,91.8,26.9,50,13.3,1.6,z,z,z,z,z,z,0.6,0.2,0.4,0.4,4.2,z,z,z,2.9,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White and Asian,Percentage,Revised,z,4440,93.1,90.1,26.7,47.4,14.7,1.3,z,z,z,z,z,z,2,0.5,1.5,1,5.6,z,z,z,1.3,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Any other ethnic group,Percentage,Revised,z,7245,92.9,91.8,26.9,50,13.3,1.6,z,z,z,z,z,z,0.6,0.2,0.4,0.4,4.2,z,z,z,2.9,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Any other ethnic group,Percentage,Revised,z,3673,93.6,92.6,24.4,54,13.2,1,c,c,c,c,c,c,0.5,c,c,0.5,3.4,c,c,c,3,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged White,Percentage,Revised,z,351815,94.4,88.2,33,40.9,12.9,1.3,c,c,c,c,c,c,4.8,c,c,1.4,4.6,c,c,c,1,c,c
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,Black or Black British,Percentage,Revised,z,27005,94.2,92.4,28.4,45.7,17.8,0.6,z,z,z,z,z,z,1.4,0.7,0.7,0.4,4,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Mixed Dual background,Percentage,Revised,z,8334,86.4,82.3,40.3,29.4,10.5,2.2,c,c,c,c,c,c,2.7,c,c,1.5,11.8,c,c,c,1.9,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Black or Black British,Percentage,Revised,z,13250,95.6,93.9,24.6,50.7,17.3,1.3,c,c,c,c,c,c,1.5,c,c,0.3,3,c,c,c,1.4,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any other mixed background,Percentage,Revised,z,7521,92.4,89.8,29.7,45.6,12.6,2.1,z,z,z,z,z,z,1.9,0.7,1.2,0.7,6,z,z,z,1.6,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Traveller of Irish Heritage,Percentage,Revised,z,127,55.1,44.9,31.5,10.2,3.1,0,z,z,z,z,z,z,3.1,0.8,2.4,7.1,35.4,z,z,z,9.4,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Black African,Percentage,Revised,z,15994,95.2,94.2,22.6,50.6,20.4,0.6,z,z,z,z,z,z,0.8,0.5,0.4,0.2,2.8,z,z,z,2,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White and Black Caribbean,Percentage,Revised,z,7340,89.4,84.3,38.8,32.9,11.1,1.5,z,z,z,z,z,z,3.7,1.2,2.5,1.4,9.3,z,z,z,1.4,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White and Black African,Percentage,Revised,z,2335,92.3,90,29.1,44.6,14.6,1.8,z,z,z,z,z,z,1.9,0.8,1.2,0.4,5.9,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Indian,Percentage,Revised,z,13551,96.8,95.7,17,59.3,17.9,1.6,z,z,z,z,z,z,0.7,0.2,0.5,0.4,2.2,z,z,z,1,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Black African,Percentage,Revised,z,16211,95.2,94.2,22.7,49.9,20.2,1.4,z,z,z,z,z,z,0.8,0.5,0.3,0.2,2.8,z,z,z,2,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Total,Total,Percentage,Revised,3818,571809,92.1,86.7,34.4,38.3,12.4,1.6,z,z,z,z,z,z,4,0.9,3.1,1.5,6.5,z,z,z,1.3,z,z
201213,Academic year,National,E92000001,England,Alternative provision,Total,Disadvantage Status,Not disadvantaged,Percentage,Revised,z,6160,56.8,47.3,36.3,2.8,3.1,5.2,z,z,z,z,z,z,2.7,0.2,2.5,6.8,34.6,z,z,z,8.6,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status,Disadvantaged,Percentage,Revised,z,148269,85.8,80.3,42.8,27.1,9.8,0.6,z,z,z,z,z,z,3.2,0.5,2.7,2.3,12.2,z,z,z,2,z,z
201213,Academic year,National,E92000001,England,Alternative provision,Total,Disadvantage Status,Disadvantaged,Percentage,Revised,z,3590,50.1,42.1,33.1,1.5,1.7,5.7,z,z,z,z,z,z,1.5,0.1,1.4,6.5,42.5,z,z,z,7.4,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Disadvantaged Male,Percentage,Revised,z,73764,85.3,79.2,44.4,25.5,8.7,0.6,z,z,z,z,z,z,3.5,0.7,2.8,2.7,12.5,z,z,z,2.2,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Sex,Disadvantaged Female,Percentage,Revised,z,74505,86.3,81.5,41.2,28.7,11,0.6,z,z,z,z,z,z,3,0.3,2.7,1.8,12,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Disadvantaged Female,Percentage,Revised,z,76050,86.3,81.6,41,28.2,10.8,1.7,z,z,z,z,z,z,2.9,0.3,2.6,1.8,11.9,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Not Disadvantaged Male,Percentage,Revised,z,213022,94.1,87.2,33.1,40.6,12,1.5,z,z,z,z,z,z,5.3,1.6,3.7,1.6,4.7,z,z,z,1.2,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status,Disadvantaged,Percentage,Revised,z,154381,85.6,80.3,42.4,26.1,9.5,2.3,z,z,z,z,z,z,3.1,0.5,2.6,2.3,12.3,z,z,z,2,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Disadvantaged Male,Percentage,Revised,z,78331,85,79,43.8,24.1,8.3,2.8,z,z,z,z,z,z,3.3,0.6,2.6,2.7,12.8,z,z,z,2.2,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Sex,Not Disadvantaged Female,Percentage,Revised,z,204406,95,91,29.7,45.2,14.9,1.2,z,z,z,z,z,z,3.2,0.4,2.9,0.8,4,z,z,z,1,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,FSM Status,FSM eligible,Percentage,Revised,z,81116,85.1,80.2,43.5,26.6,9.5,0.6,z,z,z,z,z,z,2.7,0.4,2.4,2.2,12.8,z,z,z,2.1,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Percentage,Revised,3024,561114,92.2,86.7,34.5,39,12.6,0.7,z,z,z,z,z,z,4,0.9,3.2,1.5,6.5,z,z,z,1.3,z,z
201213,Academic year,National,E92000001,England,Alternative provision,Total,Total,Total,Percentage,Revised,420,9750,54.3,45.4,35.1,2.3,2.6,5.4,z,z,z,z,z,z,2.3,0.1,2.1,6.7,37.5,z,z,z,8.1,z,z
201213,Academic year,National,E92000001,England,Total,Total,Total,Total,Percentage,Revised,4238,581559,91.5,86,34.4,37.7,12.2,1.7,z,z,z,z,z,z,3.9,0.8,3.1,1.6,7.1,z,z,z,1.4,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Sex,Female,Percentage,Revised,z,277594,92.7,88.4,32.8,41,13.9,0.7,z,z,z,z,z,z,3.2,0.3,2.8,1.1,6.2,z,z,z,1.2,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,Asian or Asian British,Percentage,Revised,z,48423,94.7,93.3,22.8,51.3,18.4,0.8,z,z,z,z,z,z,0.9,0.2,0.7,0.6,3.7,z,z,z,1.6,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,White,Percentage,Revised,z,460948,91.8,85.5,36.3,36.2,11.4,1.6,z,z,z,z,z,z,4.6,0.9,3.6,1.7,7,z,z,z,1.2,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Mixed Dual background,Percentage,Revised,z,21636,91.5,88,32.1,41.6,12.7,1.7,z,z,z,z,z,z,2.5,0.8,1.7,1,7,z,z,z,1.5,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Mixed Dual background,Percentage,Revised,z,8069,86.5,82.3,40.6,30.3,10.8,0.7,c,c,c,c,c,c,2.7,c,c,1.5,11.7,c,c,c,1.8,c,c
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Asian or Asian British,Percentage,Revised,z,17194,92.5,90.6,28.3,42.3,19.4,0.6,c,c,c,c,c,c,1.1,c,c,0.7,5.6,c,c,c,1.9,c,c
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Black or Black British,Percentage,Revised,z,13894,92.8,91.1,31.9,40.6,18,0.6,c,c,c,c,c,c,1.3,c,c,0.5,5,c,c,c,2.2,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Black or Black British,Percentage,Revised,z,14212,92.8,91.1,32,39.7,17.7,1.7,c,c,c,c,c,c,1.2,c,c,0.5,5,c,c,c,2.1,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Unclassified,Percentage,Revised,z,1665,83.7,78.4,40.2,27.5,8.1,2.5,c,c,c,c,c,c,3,c,c,2.3,13.8,c,c,c,2.5,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Unclassified,Percentage,Revised,z,3784,93.9,90.1,28.2,48.9,11.1,2,c,c,c,c,c,c,3,c,c,0.8,4.5,c,c,c,1.5,c,c
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,Mixed Dual background,Percentage,Revised,z,21240,91.6,88,32.1,42.3,12.9,0.7,z,z,z,z,z,z,2.6,0.8,1.7,1,7,z,z,z,1.5,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Black or Black British,Percentage,Revised,z,27462,94.2,92.4,28.4,45,17.5,1.5,z,z,z,z,z,z,1.4,0.7,0.6,0.4,4.1,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Any other ethnic group,Percentage,Revised,z,3485,92.1,91,29.6,46.9,13.8,0.7,c,c,c,c,c,c,0.8,c,c,0.3,5.1,c,c,c,2.8,c,c
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Unclassified,Percentage,Revised,z,1599,83.7,78.2,40.5,28.6,8.3,0.8,c,c,c,c,c,c,3.1,c,c,2.4,13.9,c,c,c,2.4,c,c
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged White,Percentage,Revised,z,347932,94.4,88.1,33.1,41.4,13,0.7,c,c,c,c,c,c,4.9,c,c,1.4,4.6,c,c,c,1,c,c
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Mixed Dual background,Percentage,Revised,z,13171,94.7,91.6,26.9,49.7,14.3,0.7,c,c,c,c,c,c,2.5,c,c,0.7,4.1,c,c,c,1.3,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Any other ethnic group,Percentage,Revised,z,3539,92.1,91,29.6,46.2,13.6,1.5,c,c,c,c,c,c,0.8,c,c,0.3,5.1,c,c,c,2.8,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Any other ethnic group,Percentage,Revised,z,3706,93.6,92.7,24.3,53.6,13.1,1.7,c,c,c,c,c,c,0.5,c,c,0.5,3.4,c,c,c,3,c,c
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,White,Percentage,Revised,z,451960,91.9,85.5,36.4,36.9,11.6,0.7,z,z,z,z,z,z,4.7,1,3.7,1.7,6.9,z,z,z,1.2,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,Unclassified,Percentage,Revised,z,5328,90.9,86.5,31.9,43.3,10.4,0.9,z,z,z,z,z,z,3.1,0.5,2.5,1.3,7.4,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Asian or Asian British,Percentage,Revised,z,49069,94.7,93.3,22.7,50.7,18.2,1.7,z,z,z,z,z,z,0.9,0.2,0.7,0.6,3.7,z,z,z,1.6,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Disadvantaged White,Percentage,Revised,z,104028,83.5,76.7,47.3,21.9,7,0.6,c,c,c,c,c,c,3.9,c,c,2.9,14.5,c,c,c,2,c,c
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Asian or Asian British,Percentage,Revised,z,31229,96,94.7,19.7,56.3,17.9,0.9,c,c,c,c,c,c,0.8,c,c,0.5,2.6,c,c,c,1.4,c,c
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Black or Black British,Percentage,Revised,z,13111,95.6,93.9,24.6,51.2,17.5,0.6,c,c,c,c,c,c,1.5,c,c,0.3,3,c,c,c,1.4,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Mixed Dual background,Percentage,Revised,z,13302,94.7,91.6,27,49.2,14.1,1.4,c,c,c,c,c,c,2.5,c,c,0.7,4,c,c,c,1.2,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Asian or Asian British,Percentage,Revised,z,31571,96,94.8,19.7,55.7,17.7,1.7,c,c,c,c,c,c,0.8,c,c,0.5,2.6,c,c,c,1.4,c,c
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Major,Any other ethnic group,Percentage,Revised,z,7158,92.9,91.8,26.9,50.5,13.5,0.9,z,z,z,z,z,z,0.7,0.2,0.4,0.4,4.2,z,z,z,2.9,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Major,Unclassified,Percentage,Revised,z,5449,90.8,86.5,31.9,42.4,10.2,2.1,z,z,z,z,z,z,3,0.5,2.5,1.3,7.4,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Disadvantage Status and Ethnicity Major,Not Disadvantaged Unclassified,Percentage,Revised,z,3729,93.9,90.1,28.2,49.7,11.2,1,c,c,c,c,c,c,3,c,c,0.8,4.6,c,c,c,1.5,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged White,Percentage,Revised,z,109133,83.4,76.8,46.7,20.9,6.7,2.4,c,c,c,c,c,c,3.8,c,c,2.9,14.6,c,c,c,2,c,c
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Disadvantage Status and Ethnicity Major,Disadvantaged Asian or Asian British,Percentage,Revised,z,17498,92.5,90.6,28.1,41.6,19.1,1.8,c,c,c,c,c,c,1.1,c,c,0.7,5.6,c,c,c,1.9,c,c
201213,Academic year,National,E92000001,England,Alternative provision,Total,Sex,Male,Percentage,Revised,z,6383,54.1,44.5,34,2.1,2.3,6.2,z,z,z,z,z,z,2.1,0.1,2,7.5,37.7,z,z,z,8.2,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,No identified SEN,Percentage,Revised,z,452220,93.8,88.6,30.8,43.2,14,0.7,z,z,z,z,z,z,4,1,3,1.2,5.1,z,z,z,1.1,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,SEN Provision,Statement of SEN,Percentage,Revised,z,10579,87.8,85.6,31,1.8,1.9,50.8,z,z,z,z,z,z,0.3,0,0.3,1.8,10.8,z,z,z,1.5,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,SEN Provision,Identified SEN,Percentage,Revised,z,10666,87.4,85.2,31,1.8,1.9,50.5,z,z,z,z,z,z,0.4,0,0.4,1.8,11.1,z,z,z,1.6,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White British,Percentage,Revised,z,430119,92,85.4,36.5,36.7,11.6,0.7,z,z,z,z,z,z,4.8,1,3.8,1.7,6.9,z,z,z,1.1,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White and Asian,Percentage,Revised,z,4377,93.2,90.2,26.7,48.1,14.9,0.5,z,z,z,z,z,z,2,0.5,1.5,1.1,5.5,z,z,z,1.3,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Any other mixed background,Percentage,Revised,z,7363,92.4,89.8,29.7,46.5,12.8,0.9,z,z,z,z,z,z,1.9,0.7,1.2,0.7,6,z,z,z,1.6,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Indian,Percentage,Revised,z,13433,96.8,95.7,16.9,59.7,18,1,z,z,z,z,z,z,0.8,0.2,0.5,0.4,2.2,z,z,z,1,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,Identified SEN,Percentage,Revised,z,108894,85.8,78.7,49.8,21.6,6.6,0.8,z,z,z,z,z,z,4.3,0.5,3.7,2.9,12.2,z,z,z,2,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,SEN Provision,Statement of SEN,Percentage,Revised,z,22164,88.9,85.7,45.3,11.2,3.7,25.7,z,z,z,z,z,z,1.2,0.1,1.2,1.9,9.7,z,z,z,1.5,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White and Black African,Percentage,Revised,z,2293,92.5,90.2,29.2,45.4,14.9,0.7,z,z,z,z,z,z,2,0.8,1.2,0.4,5.7,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Bangladeshi,Percentage,Revised,z,7597,94.6,92.7,25.2,47.3,19.7,0.6,z,z,z,z,z,z,1.4,low,1.3,0.5,3.9,z,z,z,1.5,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Chinese,Percentage,Revised,z,2235,97.9,97.6,16,63.8,16,1.9,z,z,z,z,z,z,0.3,0.1,0.2,0,1.2,z,z,z,0.9,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Unclassified,Percentage,Revised,z,5328,90.9,86.5,31.9,43.3,10.4,0.9,z,z,z,z,z,z,3.1,0.5,2.5,1.3,7.4,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,SEN Provision,Identified SEN,Percentage,Revised,z,119560,85.9,79.3,48.1,19.9,6.2,5.2,z,z,z,z,z,z,3.9,0.5,3.4,2.8,12.1,z,z,z,2,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White Irish,Percentage,Revised,z,1875,91.8,88.2,23.3,53,11.3,0.7,z,z,z,z,z,z,2.2,0.5,1.7,1.4,6.9,z,z,z,1.3,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any other white background,Percentage,Revised,z,19274,91.4,89.4,34.8,40.7,12.5,1.4,z,z,z,z,z,z,1.3,0.3,1,0.7,5.5,z,z,z,3.1,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Bangladeshi,Percentage,Revised,z,7678,94.6,92.7,25.1,46.8,19.5,1.3,z,z,z,z,z,z,1.4,low,1.3,0.5,3.9,z,z,z,1.5,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any other Black background,Percentage,Revised,z,3086,92.7,90.1,32.4,40.4,15.5,1.9,z,z,z,z,z,z,2,0.9,1,0.6,5.5,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Any other Asian background,Percentage,Revised,z,7681,95.1,93.8,22.5,55.8,14.8,0.8,z,z,z,z,z,z,0.8,0.2,0.6,0.4,3,z,z,z,1.9,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Gypsy Roma,Percentage,Revised,z,820,68,61,44.6,11.7,3.2,1.5,z,z,z,z,z,z,2.8,0.7,2.1,4.3,23,z,z,z,8.9,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Any other Asian background,Percentage,Revised,z,7795,95,93.8,22.5,55,14.6,1.8,z,z,z,z,z,z,0.8,0.2,0.6,0.4,3,z,z,z,1.9,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Chinese,Percentage,Revised,z,2259,97.9,97.7,16,63.1,15.8,2.7,z,z,z,z,z,z,0.3,0.1,0.2,0,1.2,z,z,z,0.9,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Gypsy Roma,Percentage,Revised,z,792,68.2,61,45.5,12,3.3,0.3,z,z,z,z,z,z,2.9,0.8,2.1,4.3,22.7,z,z,z,9.1,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Any other Black background,Percentage,Revised,z,3013,92.8,90.2,32.5,41.3,15.8,0.6,z,z,z,z,z,z,2,1,1.1,0.6,5.4,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Pakistani,Percentage,Revised,z,17786,92.7,90.9,27,42.3,19.8,1.8,z,z,z,z,z,z,0.9,0.2,0.7,0.8,5.3,z,z,z,2,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Unclassified,Percentage,Revised,z,5449,90.8,86.5,31.9,42.4,10.2,2.1,z,z,z,z,z,z,3,0.5,2.5,1.3,7.4,z,z,z,1.8,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White British,Percentage,Revised,z,438816,91.8,85.4,36.4,36,11.4,1.6,z,z,z,z,z,z,4.7,1,3.8,1.8,7,z,z,z,1.1,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,Traveller of Irish Heritage,Percentage,Revised,z,137,54,43.8,30.7,9.5,2.9,0.7,z,z,z,z,z,z,2.9,0.7,2.2,7.3,36.5,z,z,z,9.5,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,White and Black Caribbean,Percentage,Revised,z,7207,89.4,84.3,38.8,33.6,11.3,0.7,z,z,z,z,z,z,3.7,1.2,2.5,1.4,9.2,z,z,z,1.4,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Black Caribbean,Percentage,Revised,z,7998,92.7,89.6,38.3,37.7,13.2,0.5,z,z,z,z,z,z,2.3,1.2,1.1,0.8,6,z,z,z,1.3,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Ethnicity Minor,Any other ethnic group,Percentage,Revised,z,7158,92.9,91.8,26.9,50.5,13.5,0.9,z,z,z,z,z,z,0.7,0.2,0.4,0.4,4.2,z,z,z,2.9,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,Ethnicity Minor,White Irish,Percentage,Revised,z,1901,91.7,88.2,23.4,52.2,11.2,1.4,z,z,z,z,z,z,2.2,0.5,1.7,1.4,6.9,z,z,z,1.3,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,Total,Total,Percentage,Revised,794,10695,87.3,85.1,31,1.8,1.9,50.4,z,z,z,z,z,z,0.4,0,0.4,1.8,11.1,z,z,z,1.6,z,z
201213,Academic year,National,E92000001,England,Total state-funded mainstream and special,Total,FSM Status,FSM eligible,Percentage,Revised,z,85244,85,80.2,43.1,25.4,9.1,2.7,z,z,z,z,z,z,2.6,0.3,2.3,2.2,12.9,z,z,z,2.1,z,z
201213,Academic year,National,E92000001,England,State-funded mainstream schools,Total,SEN Provision,Statement of SEN,Percentage,Revised,z,11585,89.9,85.8,58.3,19.7,5.2,2.7,z,z,z,z,z,z,2.1,0.2,1.9,2,8.6,z,z,z,1.5,z,z
201213,Academic year,National,E92000001,England,State-funded (inc. non-maintained) special,Total,SEN Provision,No identified SEN,Percentage,Revised,z,29,44.8,44.8,34.5,0,3.4,6.9,z,z,z,z,z,z,0,0,0,0,41.4,z,z,z,13.8,z,z
