"geographic_level","area","SSA","Level","sex","Achievements","Enrolments","Total","Total_ach","Total_enr","pcAch","pcEnr"
"MCA","North of Tyne","Engineering and Manufacturing Technologies","Not Assigned","Female",NA,NA,"Total",1450,1490,NA,NA
"MCA","North of Tyne","Engineering and Manufacturing Technologies","Not Assigned","Male",30,60,"Total",1180,1290,0.0254237288135593,0.0465116279069767
"MCA","North of Tyne","Engineering and Manufacturing Technologies","Not Assigned","Total",40,60,"Total",2630,2790,0.0152091254752852,0.021505376344086
"MCA","North of Tyne","Engineering and Manufacturing Technologies","Total","Female",330,340,"Total",13550,16340,0.0243542435424354,0.0208078335373317
"MCA","North of Tyne","Engineering and Manufacturing Technologies","Total","Male",1370,1550,"Total",12010,14220,0.114071606994172,0.109001406469761
"MCA","North of Tyne","Engineering and Manufacturing Technologies","Total","Total",1700,1910,"Total",25560,30560,0.066510172143975,0.0625
"MCA","North of Tyne","Health, Public Services and Care","1","Female",300,320,"Total",2530,2940,0.118577075098814,0.108843537414966
"MCA","North of Tyne","Health, Public Services and Care","1","Male",420,470,"Total",3620,4150,0.116022099447514,0.113253012048193
"MCA","North of Tyne","Health, Public Services and Care","1","Total",720,790,"Total",6120,7070,0.117647058823529,0.111739745403112
"MCA","North of Tyne","Health, Public Services and Care","2","Female",2570,3220,"Total",5080,6360,0.505905511811024,0.506289308176101
"MCA","North of Tyne","Health, Public Services and Care","2","Male",850,1010,"Total",3800,4520,0.223684210526316,0.223451327433628
"MCA","North of Tyne","Health, Public Services and Care","2","Total",3410,4240,"Total",8860,10890,0.384875846501129,0.389348025711662
"MCA","North of Tyne","Health, Public Services and Care","3","Female",540,830,"Total",1040,1510,0.519230769230769,0.549668874172185
"MCA","North of Tyne","Health, Public Services and Care","3","Male",260,310,"Total",660,910,0.393939393939394,0.340659340659341
"MCA","North of Tyne","Health, Public Services and Care","3","Total",800,1140,"Total",1690,2410,0.473372781065089,0.473029045643154
"MCA","North of Tyne","Health, Public Services and Care","4+","Female",50,70,"Total",50,100,1,0.7
"MCA","North of Tyne","Health, Public Services and Care","4+","Male",10,20,"Total",40,50,0.25,0.4
"MCA","North of Tyne","Health, Public Services and Care","4+","Total",70,100,"Total",90,150,0.777777777777778,0.666666666666667
"MCA","North of Tyne","Health, Public Services and Care","E","Female",NA,NA,"Total",3420,3930,NA,NA
"MCA","North of Tyne","Health, Public Services and Care","E","Male",NA,NA,"Total",2740,3330,NA,NA
"MCA","North of Tyne","Health, Public Services and Care","E","Total",NA,NA,"Total",6160,7250,NA,NA
"MCA","North of Tyne","Health, Public Services and Care","Not Assigned","Female",NA,NA,"Total",1450,1490,NA,NA
"MCA","North of Tyne","Health, Public Services and Care","Not Assigned","Male",NA,NA,"Total",1180,1290,NA,NA
"MCA","North of Tyne","Health, Public Services and Care","Not Assigned","Total",NA,NA,"Total",2630,2790,NA,NA
"MCA","North of Tyne","Health, Public Services and Care","Total","Female",3440,4440,"Total",13550,16340,0.253874538745387,0.27172582619339
"MCA","North of Tyne","Health, Public Services and Care","Total","Male",1540,1800,"Total",12010,14220,0.128226477935054,0.126582278481013
"MCA","North of Tyne","Health, Public Services and Care","Total","Total",4980,6230,"Total",25560,30560,0.194835680751174,0.203861256544503
"MCA","North of Tyne","History, Philosophy and Theology","1","Female",NA,NA,"Total",2530,2940,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","1","Male",NA,NA,"Total",3620,4150,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","1","Total",NA,NA,"Total",6120,7070,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","2","Female",10,20,"Total",5080,6360,0.00196850393700787,0.00314465408805031
"MCA","North of Tyne","History, Philosophy and Theology","2","Male",NA,NA,"Total",3800,4520,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","2","Total",10,20,"Total",8860,10890,0.00112866817155756,0.00183654729109275
"MCA","North of Tyne","History, Philosophy and Theology","3","Female",NA,NA,"Total",1040,1510,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","3","Male",NA,NA,"Total",660,910,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","3","Total",NA,NA,"Total",1690,2410,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","4+","Female",NA,NA,"Total",50,100,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","4+","Male",NA,NA,"Total",40,50,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","4+","Total",NA,NA,"Total",90,150,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","E","Female",NA,NA,"Total",3420,3930,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","E","Male",NA,NA,"Total",2740,3330,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","E","Total",NA,NA,"Total",6160,7250,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","Not Assigned","Female",NA,NA,"Total",1450,1490,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","Not Assigned","Male",NA,NA,"Total",1180,1290,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","Not Assigned","Total",NA,NA,"Total",2630,2790,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","Total","Female",10,20,"Total",13550,16340,0.000738007380073801,0.00122399020807834
"MCA","North of Tyne","History, Philosophy and Theology","Total","Male",NA,NA,"Total",12010,14220,NA,NA
"MCA","North of Tyne","History, Philosophy and Theology","Total","Total",10,30,"Total",25560,30560,0.000391236306729264,0.000981675392670157
"MCA","North of Tyne","Information and Communication Technology","1","Female",190,200,"Total",2530,2940,0.075098814229249,0.0680272108843537
"MCA","North of Tyne","Information and Communication Technology","1","Male",200,250,"Total",3620,4150,0.0552486187845304,0.0602409638554217
"MCA","North of Tyne","Information and Communication Technology","1","Total",390,450,"Total",6120,7070,0.0637254901960784,0.0636492220650637
"MCA","North of Tyne","Information and Communication Technology","2","Female",150,170,"Total",5080,6360,0.0295275590551181,0.0267295597484277
"MCA","North of Tyne","Information and Communication Technology","2","Male",180,230,"Total",3800,4520,0.0473684210526316,0.0508849557522124
"MCA","North of Tyne","Information and Communication Technology","2","Total",330,410,"Total",8860,10890,0.0372460496613995,0.0376492194674013
"MCA","North of Tyne","Information and Communication Technology","3","Female",10,20,"Total",1040,1510,0.00961538461538462,0.0132450331125828
"MCA","North of Tyne","Information and Communication Technology","3","Male",20,30,"Total",660,910,0.0303030303030303,0.032967032967033
"MCA","North of Tyne","Information and Communication Technology","3","Total",40,60,"Total",1690,2410,0.0236686390532544,0.024896265560166
"MCA","North of Tyne","Information and Communication Technology","4+","Female",NA,NA,"Total",50,100,NA,NA
"MCA","North of Tyne","Information and Communication Technology","4+","Male",NA,10,"Total",40,50,NA,0.2
"MCA","North of Tyne","Information and Communication Technology","4+","Total",NA,20,"Total",90,150,NA,0.133333333333333
"MCA","North of Tyne","Information and Communication Technology","E","Female",80,100,"Total",3420,3930,0.0233918128654971,0.0254452926208651
"MCA","North of Tyne","Information and Communication Technology","E","Male",50,70,"Total",2740,3330,0.0182481751824818,0.021021021021021
"MCA","North of Tyne","Information and Communication Technology","E","Total",130,160,"Total",6160,7250,0.0211038961038961,0.0220689655172414
"MCA","North of Tyne","Information and Communication Technology","Not Assigned","Female",20,20,"Total",1450,1490,0.0137931034482759,0.0134228187919463
"MCA","North of Tyne","Information and Communication Technology","Not Assigned","Male",10,10,"Total",1180,1290,0.00847457627118644,0.00775193798449612
"MCA","North of Tyne","Information and Communication Technology","Not Assigned","Total",30,30,"Total",2630,2790,0.0114068441064639,0.010752688172043
"MCA","North of Tyne","Information and Communication Technology","Total","Female",440,510,"Total",13550,16340,0.0324723247232472,0.0312117503059976
"MCA","North of Tyne","Information and Communication Technology","Total","Male",460,610,"Total",12010,14220,0.0383014154870941,0.0428973277074543
"MCA","North of Tyne","Information and Communication Technology","Total","Total",910,1130,"Total",25560,30560,0.0356025039123631,0.0369764397905759
"MCA","North of Tyne","Languages, Literature and Culture","1","Female",70,80,"Total",2530,2940,0.0276679841897233,0.0272108843537415
"MCA","North of Tyne","Languages, Literature and Culture","1","Male",30,30,"Total",3620,4150,0.00828729281767956,0.0072289156626506
"MCA","North of Tyne","Languages, Literature and Culture","1","Total",100,100,"Total",6120,7070,0.0163398692810458,0.0141442715700141
"MCA","North of Tyne","Languages, Literature and Culture","2","Female",150,170,"Total",5080,6360,0.0295275590551181,0.0267295597484277
"MCA","North of Tyne","Languages, Literature and Culture","2","Male",90,100,"Total",3800,4520,0.0236842105263158,0.0221238938053097
"MCA","North of Tyne","Languages, Literature and Culture","2","Total",240,290,"Total",8860,10890,0.0270880361173815,0.0266299357208448
"MCA","North of Tyne","Languages, Literature and Culture","3","Female",NA,10,"Total",1040,1510,NA,0.00662251655629139
"MCA","North of Tyne","Languages, Literature and Culture","3","Male",10,10,"Total",660,910,0.0151515151515152,0.010989010989011
"MCA","North of Tyne","Languages, Literature and Culture","3","Total",10,40,"Total",1690,2410,0.00591715976331361,0.016597510373444
"MCA","North of Tyne","Languages, Literature and Culture","4+","Female",NA,NA,"Total",50,100,NA,NA
"MCA","North of Tyne","Languages, Literature and Culture","4+","Male",NA,NA,"Total",40,50,NA,NA
"MCA","North of Tyne","Languages, Literature and Culture","4+","Total",NA,NA,"Total",90,150,NA,NA
"MCA","North of Tyne","Languages, Literature and Culture","E","Female",70,80,"Total",3420,3930,0.0204678362573099,0.0203562340966921
"MCA","North of Tyne","Languages, Literature and Culture","E","Male",20,30,"Total",2740,3330,0.0072992700729927,0.00900900900900901
"MCA","North of Tyne","Languages, Literature and Culture","E","Total",90,110,"Total",6160,7250,0.0146103896103896,0.0151724137931034
"MCA","North of Tyne","Languages, Literature and Culture","Not Assigned","Female",NA,NA,"Total",1450,1490,NA,NA
"MCA","North of Tyne","Languages, Literature and Culture","Not Assigned","Male",NA,NA,"Total",1180,1290,NA,NA
"MCA","North of Tyne","Languages, Literature and Culture","Not Assigned","Total",NA,NA,"Total",2630,2790,NA,NA
"MCA","North of Tyne","Languages, Literature and Culture","Total","Female",310,350,"Total",13550,16340,0.0228782287822878,0.0214198286413709
"MCA","North of Tyne","Languages, Literature and Culture","Total","Male",150,170,"Total",12010,14220,0.0124895920066611,0.0119549929676512
"MCA","North of Tyne","Languages, Literature and Culture","Total","Total",450,520,"Total",25560,30560,0.0176056338028169,0.0170157068062827
"MCA","North of Tyne","Leisure, Travel and Tourism","1","Female",NA,NA,"Total",2530,2940,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","1","Male",NA,NA,"Total",3620,4150,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","1","Total",NA,NA,"Total",6120,7070,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","2","Female",10,10,"Total",5080,6360,0.00196850393700787,0.00157232704402516
"MCA","North of Tyne","Leisure, Travel and Tourism","2","Male",NA,NA,"Total",3800,4520,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","2","Total",20,20,"Total",8860,10890,0.00225733634311512,0.00183654729109275
"MCA","North of Tyne","Leisure, Travel and Tourism","3","Female",40,60,"Total",1040,1510,0.0384615384615385,0.0397350993377483
"MCA","North of Tyne","Leisure, Travel and Tourism","3","Male",60,80,"Total",660,910,0.0909090909090909,0.0879120879120879
"MCA","North of Tyne","Leisure, Travel and Tourism","3","Total",100,140,"Total",1690,2410,0.0591715976331361,0.0580912863070539
"MCA","North of Tyne","Leisure, Travel and Tourism","4+","Female",NA,NA,"Total",50,100,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","4+","Male",NA,NA,"Total",40,50,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","4+","Total",NA,NA,"Total",90,150,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","E","Female",NA,NA,"Total",3420,3930,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","E","Male",NA,NA,"Total",2740,3330,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","E","Total",NA,NA,"Total",6160,7250,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","Not Assigned","Female",NA,NA,"Total",1450,1490,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","Not Assigned","Male",NA,NA,"Total",1180,1290,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","Not Assigned","Total",NA,NA,"Total",2630,2790,NA,NA
"MCA","North of Tyne","Leisure, Travel and Tourism","Total","Female",60,80,"Total",13550,16340,0.0044280442804428,0.00489596083231334
"MCA","North of Tyne","Leisure, Travel and Tourism","Total","Male",60,90,"Total",12010,14220,0.00499583680266445,0.00632911392405063
"MCA","North of Tyne","Leisure, Travel and Tourism","Total","Total",110,180,"Total",25560,30560,0.00430359937402191,0.00589005235602094
"MCA","North of Tyne","Not Applicable/ Not Known","1","Female",NA,NA,"Total",2530,2940,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","1","Male",NA,NA,"Total",3620,4150,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","1","Total",NA,NA,"Total",6120,7070,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","2","Female",NA,NA,"Total",5080,6360,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","2","Male",NA,NA,"Total",3800,4520,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","2","Total",NA,NA,"Total",8860,10890,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","3","Female",NA,NA,"Total",1040,1510,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","3","Male",NA,NA,"Total",660,910,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","3","Total",NA,NA,"Total",1690,2410,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","4+","Female",NA,NA,"Total",50,100,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","4+","Male",NA,NA,"Total",40,50,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","4+","Total",NA,NA,"Total",90,150,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","E","Female",NA,NA,"Total",3420,3930,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","E","Male",NA,NA,"Total",2740,3330,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","E","Total",NA,NA,"Total",6160,7250,NA,NA
"MCA","North of Tyne","Not Applicable/ Not Known","Not Assigned","Female",20,40,"Total",1450,1490,0.0137931034482759,0.0268456375838926
"MCA","North of Tyne","Not Applicable/ Not Known","Not Assigned","Male",70,130,"Total",1180,1290,0.0593220338983051,0.10077519379845
"MCA","North of Tyne","Not Applicable/ Not Known","Not Assigned","Total",100,180,"Total",2630,2790,0.0380228136882129,0.0645161290322581
"MCA","North of Tyne","Not Applicable/ Not Known","Total","Female",20,40,"Total",13550,16340,0.0014760147601476,0.00244798041615667
"MCA","North of Tyne","Not Applicable/ Not Known","Total","Male",70,130,"Total",12010,14220,0.00582847626977519,0.00914205344585091
"MCA","North of Tyne","Not Applicable/ Not Known","Total","Total",100,180,"Total",25560,30560,0.00391236306729264,0.00589005235602094
"MCA","North of Tyne","Preparation for Life and Work","1","Female",1370,1650,"Total",2530,2940,0.541501976284585,0.561224489795918
"MCA","North of Tyne","Preparation for Life and Work","1","Male",1720,1990,"Total",3620,4150,0.475138121546961,0.479518072289157
"MCA","North of Tyne","Preparation for Life and Work","1","Total",3090,3650,"Total",6120,7070,0.504901960784314,0.516265912305516
"MCA","North of Tyne","Preparation for Life and Work","2","Female",850,1090,"Total",5080,6360,0.167322834645669,0.171383647798742
"MCA","North of Tyne","Preparation for Life and Work","2","Male",420,590,"Total",3800,4520,0.110526315789474,0.130530973451327
"MCA","North of Tyne","Preparation for Life and Work","2","Total",1250,1680,"Total",8860,10890,0.141083521444695,0.154269972451791
"MCA","North of Tyne","Preparation for Life and Work","3","Female",20,20,"Total",1040,1510,0.0192307692307692,0.0132450331125828
"MCA","North of Tyne","Preparation for Life and Work","3","Male",20,30,"Total",660,910,0.0303030303030303,0.032967032967033
"MCA","North of Tyne","Preparation for Life and Work","3","Total",40,40,"Total",1690,2410,0.0236686390532544,0.016597510373444
"MCA","North of Tyne","Preparation for Life and Work","4+","Female",NA,NA,"Total",50,100,NA,NA
"MCA","North of Tyne","Preparation for Life and Work","4+","Male",NA,NA,"Total",40,50,NA,NA
"MCA","North of Tyne","Preparation for Life and Work","4+","Total",NA,NA,"Total",90,150,NA,NA
"MCA","North of Tyne","Preparation for Life and Work","E","Female",3010,3470,"Total",3420,3930,0.880116959064328,0.88295165394402
"MCA","North of Tyne","Preparation for Life and Work","E","Male",2470,3020,"Total",2740,3330,0.901459854014598,0.906906906906907
"MCA","North of Tyne","Preparation for Life and Work","E","Total",5490,6500,"Total",6160,7250,0.891233766233766,0.896551724137931
"MCA","North of Tyne","Preparation for Life and Work","Not Assigned","Female",1390,1430,"Total",1450,1490,0.958620689655172,0.959731543624161
"MCA","North of Tyne","Preparation for Life and Work","Not Assigned","Male",1030,1050,"Total",1180,1290,0.872881355932203,0.813953488372093
"MCA","North of Tyne","Preparation for Life and Work","Not Assigned","Total",2430,2490,"Total",2630,2790,0.923954372623574,0.89247311827957
"MCA","North of Tyne","Preparation for Life and Work","Total","Female",6630,7660,"Total",13550,16340,0.48929889298893,0.468788249694002
"MCA","North of Tyne","Preparation for Life and Work","Total","Male",5670,6680,"Total",12010,14220,0.47210657785179,0.469760900140647
"MCA","North of Tyne","Preparation for Life and Work","Total","Total",12280,14340,"Total",25560,30560,0.480438184663537,0.469240837696335
"MCA","North of Tyne","Retail and Commercial Enterprise","1","Female",90,100,"Total",2530,2940,0.0355731225296443,0.0340136054421769
"MCA","North of Tyne","Retail and Commercial Enterprise","1","Male",280,280,"Total",3620,4150,0.0773480662983425,0.0674698795180723
"MCA","North of Tyne","Retail and Commercial Enterprise","1","Total",370,390,"Total",6120,7070,0.0604575163398693,0.0551626591230552
"MCA","North of Tyne","Retail and Commercial Enterprise","2","Female",270,350,"Total",5080,6360,0.0531496062992126,0.0550314465408805
"MCA","North of Tyne","Retail and Commercial Enterprise","2","Male",580,620,"Total",3800,4520,0.152631578947368,0.13716814159292
"MCA","North of Tyne","Retail and Commercial Enterprise","2","Total",850,960,"Total",8860,10890,0.0959367945823928,0.0881542699724518
"MCA","North of Tyne","Retail and Commercial Enterprise","3","Female",90,150,"Total",1040,1510,0.0865384615384615,0.0993377483443709
"MCA","North of Tyne","Retail and Commercial Enterprise","3","Male",10,20,"Total",660,910,0.0151515151515152,0.021978021978022
"MCA","North of Tyne","Retail and Commercial Enterprise","3","Total",100,170,"Total",1690,2410,0.0591715976331361,0.0705394190871369
"MCA","North of Tyne","Retail and Commercial Enterprise","4+","Female",NA,NA,"Total",50,100,NA,NA
"MCA","North of Tyne","Retail and Commercial Enterprise","4+","Male",NA,NA,"Total",40,50,NA,NA
"MCA","North of Tyne","Retail and Commercial Enterprise","4+","Total",NA,NA,"Total",90,150,NA,NA
"MCA","North of Tyne","Retail and Commercial Enterprise","E","Female",50,50,"Total",3420,3930,0.0146198830409357,0.0127226463104326
"MCA","North of Tyne","Retail and Commercial Enterprise","E","Male",20,20,"Total",2740,3330,0.0072992700729927,0.00600600600600601
"MCA","North of Tyne","Retail and Commercial Enterprise","E","Total",60,70,"Total",6160,7250,0.00974025974025974,0.0096551724137931
"MCA","North of Tyne","Retail and Commercial Enterprise","Not Assigned","Female",NA,NA,"Total",1450,1490,NA,NA
"MCA","North of Tyne","Retail and Commercial Enterprise","Not Assigned","Male",NA,NA,"Total",1180,1290,NA,NA
"MCA","North of Tyne","Retail and Commercial Enterprise","Not Assigned","Total",NA,NA,"Total",2630,2790,NA,NA
"MCA","North of Tyne","Retail and Commercial Enterprise","Total","Female",500,640,"Total",13550,16340,0.03690036900369,0.0391676866585067
"MCA","North of Tyne","Retail and Commercial Enterprise","Total","Male",900,940,"Total",12010,14220,0.0749375520399667,0.0661040787623066
"MCA","North of Tyne","Retail and Commercial Enterprise","Total","Total",1390,1580,"Total",25560,30560,0.0543818466353678,0.0517015706806283
"MCA","North of Tyne","Science and Mathematics","1","Female",NA,NA,"Total",2530,2940,NA,NA
"MCA","North of Tyne","Science and Mathematics","1","Male",NA,NA,"Total",3620,4150,NA,NA
"MCA","North of Tyne","Science and Mathematics","1","Total",NA,NA,"Total",6120,7070,NA,NA
"MCA","North of Tyne","Science and Mathematics","2","Female",190,250,"Total",5080,6360,0.0374015748031496,0.0393081761006289
"MCA","North of Tyne","Science and Mathematics","2","Male",100,120,"Total",3800,4520,0.0263157894736842,0.0265486725663717
"MCA","North of Tyne","Science and Mathematics","2","Total",300,360,"Total",8860,10890,0.0338600451467269,0.0330578512396694
"MCA","North of Tyne","Science and Mathematics","3","Female",40,40,"Total",1040,1510,0.0384615384615385,0.0264900662251656
"MCA","North of Tyne","Science and Mathematics","3","Male",30,40,"Total",660,910,0.0454545454545455,0.043956043956044
"MCA","North of Tyne","Science and Mathematics","3","Total",50,70,"Total",1690,2410,0.029585798816568,0.029045643153527
"MCA","North of Tyne","Science and Mathematics","4+","Female",NA,NA,"Total",50,100,NA,NA
"MCA","North of Tyne","Science and Mathematics","4+","Male",NA,NA,"Total",40,50,NA,NA
"MCA","North of Tyne","Science and Mathematics","4+","Total",NA,NA,"Total",90,150,NA,NA
"MCA","North of Tyne","Science and Mathematics","E","Female",NA,NA,"Total",3420,3930,NA,NA
"MCA","North of Tyne","Science and Mathematics","E","Male",NA,NA,"Total",2740,3330,NA,NA
"MCA","North of Tyne","Science and Mathematics","E","Total",NA,NA,"Total",6160,7250,NA,NA
"MCA","North of Tyne","Science and Mathematics","Not Assigned","Female",NA,NA,"Total",1450,1490,NA,NA
"MCA","North of Tyne","Science and Mathematics","Not Assigned","Male",NA,NA,"Total",1180,1290,NA,NA
"MCA","North of Tyne","Science and Mathematics","Not Assigned","Total",NA,NA,"Total",2630,2790,NA,NA
"MCA","North of Tyne","Science and Mathematics","Total","Female",230,280,"Total",13550,16340,0.0169741697416974,0.0171358629130967
"MCA","North of Tyne","Science and Mathematics","Total","Male",140,160,"Total",12010,14220,0.0116569525395504,0.0112517580872011
"MCA","North of Tyne","Science and Mathematics","Total","Total",360,440,"Total",25560,30560,0.0140845070422535,0.0143979057591623
"MCA","North of Tyne","Social Sciences","1","Female",NA,NA,"Total",2530,2940,NA,NA
"MCA","North of Tyne","Social Sciences","1","Male",NA,NA,"Total",3620,4150,NA,NA
"MCA","North of Tyne","Social Sciences","1","Total",NA,NA,"Total",6120,7070,NA,NA
"MCA","North of Tyne","Social Sciences","2","Female",NA,NA,"Total",5080,6360,NA,NA
"MCA","North of Tyne","Social Sciences","2","Male",NA,NA,"Total",3800,4520,NA,NA
"MCA","North of Tyne","Social Sciences","2","Total",NA,NA,"Total",8860,10890,NA,NA
"MCA","North of Tyne","Social Sciences","3","Female",30,40,"Total",1040,1510,0.0288461538461538,0.0264900662251656
"MCA","North of Tyne","Social Sciences","3","Male",NA,10,"Total",660,910,NA,0.010989010989011
"MCA","North of Tyne","Social Sciences","3","Total",40,50,"Total",1690,2410,0.0236686390532544,0.020746887966805
"MCA","North of Tyne","Social Sciences","4+","Female",NA,NA,"Total",50,100,NA,NA
"MCA","North of Tyne","Social Sciences","4+","Male",NA,NA,"Total",40,50,NA,NA
"MCA","North of Tyne","Social Sciences","4+","Total",NA,NA,"Total",90,150,NA,NA
"MCA","North of Tyne","Social Sciences","E","Female",NA,NA,"Total",3420,3930,NA,NA
"MCA","North of Tyne","Social Sciences","E","Male",NA,NA,"Total",2740,3330,NA,NA
"MCA","North of Tyne","Social Sciences","E","Total",NA,NA,"Total",6160,7250,NA,NA
"MCA","North of Tyne","Social Sciences","Not Assigned","Female",NA,NA,"Total",1450,1490,NA,NA
"MCA","North of Tyne","Social Sciences","Not Assigned","Male",NA,NA,"Total",1180,1290,NA,NA
"MCA","North of Tyne","Social Sciences","Not Assigned","Total",NA,NA,"Total",2630,2790,NA,NA
"MCA","North of Tyne","Social Sciences","Total","Female",30,40,"Total",13550,16340,0.0022140221402214,0.00244798041615667
"MCA","North of Tyne","Social Sciences","Total","Male",NA,10,"Total",12010,14220,NA,0.00070323488045007
"MCA","North of Tyne","Social Sciences","Total","Total",40,50,"Total",25560,30560,0.00156494522691706,0.00163612565445026
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","1","Female",40,40,"Total",3670,4530,0.0108991825613079,0.00883002207505519
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","1","Male",180,180,"Total",6910,7980,0.0260492040520984,0.0225563909774436
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","1","Total",210,210,"Total",10590,12510,0.0198300283286119,0.0167865707434053
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","2","Female",150,190,"Total",5250,7810,0.0285714285714286,0.0243277848911652
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","2","Male",20,20,"Total",4210,5810,0.00475059382422803,0.00344234079173838
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","2","Total",170,220,"Total",9450,13620,0.017989417989418,0.0161527165932452
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","3","Female",60,90,"Total",1470,2640,0.0408163265306122,0.0340909090909091
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","3","Male",10,20,"Total",660,1200,0.0151515151515152,0.0166666666666667
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","3","Total",70,110,"Total",2110,3820,0.033175355450237,0.0287958115183246
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","4+","Female",NA,NA,"Total",100,350,NA,NA
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","4+","Male",NA,NA,"Total",40,120,NA,NA
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","4+","Total",NA,NA,"Total",140,460,NA,NA
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","E","Female",NA,NA,"Total",7270,8000,NA,NA
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","E","Male",20,20,"Total",5140,5820,0.00389105058365759,0.00343642611683849
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","E","Total",20,20,"Total",12410,13800,0.0016116035455278,0.00144927536231884
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","Not Assigned","Female",NA,NA,"Total",520,600,NA,NA
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","Not Assigned","Male",NA,NA,"Total",330,560,NA,NA
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","Not Assigned","Total",NA,NA,"Total",850,1150,NA,NA
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","Total","Female",240,330,"Total",18250,23920,0.0131506849315069,0.0137959866220736
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","Total","Male",230,240,"Total",17290,21470,0.0133024869866975,0.0111783884489986
"MCA","South Yorkshire","Agriculture, Horticulture and Animal Care","Total","Total",460,570,"Total",35530,45380,0.012946805516465,0.0125605993829881
"MCA","South Yorkshire","Arts, Media and Publishing","1","Female",30,40,"Total",3670,4530,0.00817438692098093,0.00883002207505519
"MCA","South Yorkshire","Arts, Media and Publishing","1","Male",30,40,"Total",6910,7980,0.00434153400868307,0.0050125313283208
"MCA","South Yorkshire","Arts, Media and Publishing","1","Total",70,80,"Total",10590,12510,0.00661000944287063,0.00639488409272582
"MCA","South Yorkshire","Arts, Media and Publishing","2","Female",50,50,"Total",5250,7810,0.00952380952380952,0.00640204865556978
"MCA","South Yorkshire","Arts, Media and Publishing","2","Male",40,40,"Total",4210,5810,0.00950118764845606,0.00688468158347676
"MCA","South Yorkshire","Arts, Media and Publishing","2","Total",80,90,"Total",9450,13620,0.00846560846560847,0.0066079295154185
