"geogConcat","metric","breakdown","subgroup","value","valueText"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",170196.183794729,"170196.183794729"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","wfEmployment","Qualification","RQF Other higher degree",155456.274100354,"155456.274100354"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",77926.7573709609,"77926.7573709609"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","wfEmployment","Qualification","RQF HE below degree level",75997.3350114172,"75997.3350114172"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",68624.4589757262,"68624.4589757262"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","wfEmployment","Qualification","No Qualification",25998.4969938964,"25998.4969938964"
"Derby, Derbyshire, Nottingham and Nottinghamshire LEP","wfEmployment","Qualification","RQF Doctorate",22539.4904789196,"22539.4904789196"
"Derbyshire and Nottinghamshire LSIP","wfEmployment","Qualification","RQF First degree",276576.484145083,"276576.484145083"
"Derbyshire and Nottinghamshire LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",256174.519128914,"256174.519128914"
"Derbyshire and Nottinghamshire LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",170196.183794729,"170196.183794729"
"Derbyshire and Nottinghamshire LSIP","wfEmployment","Qualification","RQF Other higher degree",155456.274100354,"155456.274100354"
"Derbyshire and Nottinghamshire LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",77926.7573709609,"77926.7573709609"
"Derbyshire and Nottinghamshire LSIP","wfEmployment","Qualification","RQF HE below degree level",75997.3350114172,"75997.3350114172"
"Derbyshire and Nottinghamshire LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",68624.4589757262,"68624.4589757262"
"Derbyshire and Nottinghamshire LSIP","wfEmployment","Qualification","No Qualification",25998.4969938964,"25998.4969938964"
"Derbyshire and Nottinghamshire LSIP","wfEmployment","Qualification","RQF Doctorate",22539.4904789196,"22539.4904789196"
"Dorset LEP","wfEmployment","Qualification","RQF First degree",99418.1847706373,"99418.1847706373"
"Dorset LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",94078.2632889732,"94078.2632889732"
"Dorset LEP","wfEmployment","Qualification","RQF Other higher degree",86900.4727698403,"86900.4727698403"
"Dorset LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",54077.3742788732,"54077.3742788732"
"Dorset LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",31648.4152775318,"31648.4152775318"
"Dorset LEP","wfEmployment","Qualification","RQF HE below degree level",27129.4038385675,"27129.4038385675"
"Dorset LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",25299.5027004253,"25299.5027004253"
"Dorset LEP","wfEmployment","Qualification","RQF Doctorate",12428.5508054719,"12428.5508054719"
"Dorset LEP","wfEmployment","Qualification","No Qualification",7705.83226967897,"7705.83226967897"
"Dorset LSIP","wfEmployment","Qualification","RQF First degree",228233.908466501,"228233.908466501"
"Dorset LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",163054.402155304,"163054.402155304"
"Dorset LSIP","wfEmployment","Qualification","RQF Other higher degree",151647.821344083,"151647.821344083"
"Dorset LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",118895.765620476,"118895.765620476"
"Dorset LSIP","wfEmployment","Qualification","RQF HE below degree level",60915.7993766457,"60915.7993766457"
"Dorset LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",56112.5373880783,"56112.5373880783"
"Dorset LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",53262.7758588309,"53262.7758588309"
"Dorset LSIP","wfEmployment","Qualification","No Qualification",24801.0941963025,"24801.0941963025"
"Dorset LSIP","wfEmployment","Qualification","RQF Doctorate",20947.8955937791,"20947.8955937791"
"England","wfEmployment","Qualification","RQF First degree",7601545.14451976,"7601545.14451976"
"England","wfEmployment","Qualification","RQF Other higher degree",6789507.25147677,"6789507.25147677"
"England","wfEmployment","Qualification","RQF A level &amp; equivalent",5820876.43729677,"5820876.43729677"
"England","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",4272542.69735338,"4272542.69735338"
"England","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",2049711.13196452,"2049711.13196452"
"England","wfEmployment","Qualification","RQF HE below degree level",2039027.38078637,"2039027.38078637"
"England","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",1868676.44286666,"1868676.44286666"
"England","wfEmployment","Qualification","RQF Doctorate",934165.278410355,"934165.278410355"
"England","wfEmployment","Qualification","No Qualification",694039.235337969,"694039.235337969"
"Enterprise M3 LEP","wfEmployment","Qualification","RQF First degree",242491.244546252,"242491.244546252"
"Enterprise M3 LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",167105.278315244,"167105.278315244"
"Enterprise M3 LEP","wfEmployment","Qualification","RQF Other higher degree",166107.808470226,"166107.808470226"
"Enterprise M3 LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",121847.984347322,"121847.984347322"
"Enterprise M3 LEP","wfEmployment","Qualification","RQF HE below degree level",63501.1648026128,"63501.1648026128"
"Enterprise M3 LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",58361.7053042711,"58361.7053042711"
"Enterprise M3 LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",56939.1123383415,"56939.1123383415"
"Enterprise M3 LEP","wfEmployment","Qualification","No Qualification",26406.5720855411,"26406.5720855411"
"Enterprise M3 LEP","wfEmployment","Qualification","RQF Doctorate",22717.1297901871,"22717.1297901871"
"Enterprise M3 LEP (including all of Surrey) LSIP","wfEmployment","Qualification","RQF First degree",189783.403464053,"189783.403464053"
"Enterprise M3 LEP (including all of Surrey) LSIP","wfEmployment","Qualification","RQF Other higher degree",132235.089645377,"132235.089645377"
"Enterprise M3 LEP (including all of Surrey) LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",128591.900255249,"128591.900255249"
"Enterprise M3 LEP (including all of Surrey) LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",93107.4883410077,"93107.4883410077"
"Enterprise M3 LEP (including all of Surrey) LSIP","wfEmployment","Qualification","RQF HE below degree level",48712.757369052,"48712.757369052"
"Enterprise M3 LEP (including all of Surrey) LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",45048.710741198,"45048.710741198"
"Enterprise M3 LEP (including all of Surrey) LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",43275.8721546726,"43275.8721546726"
"Enterprise M3 LEP (including all of Surrey) LSIP","wfEmployment","Qualification","No Qualification",19656.8470132122,"19656.8470132122"
"Enterprise M3 LEP (including all of Surrey) LSIP","wfEmployment","Qualification","RQF Doctorate",18347.9310161774,"18347.9310161774"
"Essex, Southend-on-Sea and Thurrock LSIP","wfEmployment","Qualification","RQF First degree",222066.406192424,"222066.406192424"
"Essex, Southend-on-Sea and Thurrock LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",194790.179227049,"194790.179227049"
"Essex, Southend-on-Sea and Thurrock LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",156772.435186232,"156772.435186232"
"Essex, Southend-on-Sea and Thurrock LSIP","wfEmployment","Qualification","RQF Other higher degree",138449.668547773,"138449.668547773"
"Essex, Southend-on-Sea and Thurrock LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",75376.0554307365,"75376.0554307365"
"Essex, Southend-on-Sea and Thurrock LSIP","wfEmployment","Qualification","RQF HE below degree level",61328.7449576266,"61328.7449576266"
"Essex, Southend-on-Sea and Thurrock LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",56075.0587242367,"56075.0587242367"
"Essex, Southend-on-Sea and Thurrock LSIP","wfEmployment","Qualification","RQF Doctorate",20067.2596460518,"20067.2596460518"
"Essex, Southend-on-Sea and Thurrock LSIP","wfEmployment","Qualification","No Qualification",17741.1920878709,"17741.1920878709"
"Gloucestershire LEP","wfEmployment","Qualification","RQF First degree",86817.2337647482,"86817.2337647482"
"Gloucestershire LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",83271.5468065408,"83271.5468065408"
"Gloucestershire LEP","wfEmployment","Qualification","RQF Other higher degree",75430.2254571666,"75430.2254571666"
"Gloucestershire LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",48038.1422086732,"48038.1422086732"
"Gloucestershire LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",28605.8776411734,"28605.8776411734"
"Gloucestershire LEP","wfEmployment","Qualification","RQF HE below degree level",24202.7113829544,"24202.7113829544"
"Gloucestershire LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",22089.8224328908,"22089.8224328908"
"Gloucestershire LEP","wfEmployment","Qualification","RQF Doctorate",10868.2782875781,"10868.2782875781"
"Gloucestershire LEP","wfEmployment","Qualification","No Qualification",6848.16201827445,"6848.16201827445"
"Gloucestershire LSIP","wfEmployment","Qualification","RQF First degree",86817.2337647482,"86817.2337647482"
"Gloucestershire LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",83271.5468065408,"83271.5468065408"
"Gloucestershire LSIP","wfEmployment","Qualification","RQF Other higher degree",75430.2254571666,"75430.2254571666"
"Gloucestershire LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",48038.1422086732,"48038.1422086732"
"Gloucestershire LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",28605.8776411734,"28605.8776411734"
"Gloucestershire LSIP","wfEmployment","Qualification","RQF HE below degree level",24202.7113829544,"24202.7113829544"
"Gloucestershire LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",22089.8224328908,"22089.8224328908"
"Gloucestershire LSIP","wfEmployment","Qualification","RQF Doctorate",10868.2782875781,"10868.2782875781"
"Gloucestershire LSIP","wfEmployment","Qualification","No Qualification",6848.16201827445,"6848.16201827445"
"Greater Birmingham and Solihull LEP","wfEmployment","Qualification","RQF First degree",254893.669188772,"254893.669188772"
"Greater Birmingham and Solihull LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",222935.106059313,"222935.106059313"
"Greater Birmingham and Solihull LEP","wfEmployment","Qualification","RQF Other higher degree",204867.717391517,"204867.717391517"
"Greater Birmingham and Solihull LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",195866.58457786,"195866.58457786"
"Greater Birmingham and Solihull LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",71639.4882893116,"71639.4882893116"
"Greater Birmingham and Solihull LEP","wfEmployment","Qualification","RQF HE below degree level",69607.5773551603,"69607.5773551603"
"Greater Birmingham and Solihull LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",64736.5372015221,"64736.5372015221"
"Greater Birmingham and Solihull LEP","wfEmployment","Qualification","RQF Doctorate",29368.8575251617,"29368.8575251617"
"Greater Birmingham and Solihull LEP","wfEmployment","Qualification","No Qualification",27451.4624113823,"27451.4624113823"
"Greater Cambridge and Greater Peterborough LEP","wfEmployment","Qualification","RQF First degree",135034.622848703,"135034.622848703"
"Greater Cambridge and Greater Peterborough LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",103362.955674701,"103362.955674701"
"Greater Cambridge and Greater Peterborough LEP","wfEmployment","Qualification","RQF Other higher degree",88111.7880035978,"88111.7880035978"
"Greater Cambridge and Greater Peterborough LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",82776.330653782,"82776.330653782"
"Greater Cambridge and Greater Peterborough LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",40880.1007538411,"40880.1007538411"
"Greater Cambridge and Greater Peterborough LEP","wfEmployment","Qualification","RQF HE below degree level",35176.2109953516,"35176.2109953516"
"Greater Cambridge and Greater Peterborough LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",32243.9032365273,"32243.9032365273"
"Greater Cambridge and Greater Peterborough LEP","wfEmployment","Qualification","RQF Doctorate",13223.3196522115,"13223.3196522115"
"Greater Cambridge and Greater Peterborough LEP","wfEmployment","Qualification","No Qualification",10444.7681812849,"10444.7681812849"
"Greater Lincolnshire LEP","wfEmployment","Qualification","RQF First degree",125549.685304657,"125549.685304657"
"Greater Lincolnshire LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",123777.390019215,"123777.390019215"
"Greater Lincolnshire LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",84329.481581222,"84329.481581222"
"Greater Lincolnshire LEP","wfEmployment","Qualification","RQF Other higher degree",67993.6661255014,"67993.6661255014"
"Greater Lincolnshire LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",38847.7972174076,"38847.7972174076"
"Greater Lincolnshire LEP","wfEmployment","Qualification","RQF HE below degree level",36225.630706947,"36225.630706947"
"Greater Lincolnshire LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",33086.9051542505,"33086.9051542505"
"Greater Lincolnshire LEP","wfEmployment","Qualification","No Qualification",13283.4379003201,"13283.4379003201"
"Greater Lincolnshire LEP","wfEmployment","Qualification","RQF Doctorate",9818.00599048026,"9818.00599048026"
"Greater Lincolnshire LSIP","wfEmployment","Qualification","RQF First degree",125549.685304657,"125549.685304657"
"Greater Lincolnshire LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",123777.390019215,"123777.390019215"
"Greater Lincolnshire LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",84329.481581222,"84329.481581222"
"Greater Lincolnshire LSIP","wfEmployment","Qualification","RQF Other higher degree",67993.6661255014,"67993.6661255014"
"Greater Lincolnshire LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",38847.7972174076,"38847.7972174076"
"Greater Lincolnshire LSIP","wfEmployment","Qualification","RQF HE below degree level",36225.630706947,"36225.630706947"
"Greater Lincolnshire LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",33086.9051542505,"33086.9051542505"
"Greater Lincolnshire LSIP","wfEmployment","Qualification","No Qualification",13283.4379003201,"13283.4379003201"
"Greater Lincolnshire LSIP","wfEmployment","Qualification","RQF Doctorate",9818.00599048026,"9818.00599048026"
"Greater London Authority MCA","wfEmployment","Qualification","RQF Other higher degree",2637015.48908314,"2637015.48908314"
"Greater London Authority MCA","wfEmployment","Qualification","RQF First degree",1480178.41569493,"1480178.41569493"
"Greater London Authority MCA","wfEmployment","Qualification","RQF A level &amp; equivalent",527135.956926686,"527135.956926686"
"Greater London Authority MCA","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",411182.490015114,"411182.490015114"
"Greater London Authority MCA","wfEmployment","Qualification","RQF HE below degree level",384161.098149425,"384161.098149425"
"Greater London Authority MCA","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",354403.583401321,"354403.583401321"
"Greater London Authority MCA","wfEmployment","Qualification","RQF Doctorate",331702.532454124,"331702.532454124"
"Greater London Authority MCA","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",299122.692308104,"299122.692308104"
"Greater London Authority MCA","wfEmployment","Qualification","No Qualification",60881.7419671579,"60881.7419671579"
"Greater London LSIP","wfEmployment","Qualification","RQF Other higher degree",2637015.48908314,"2637015.48908314"
"Greater London LSIP","wfEmployment","Qualification","RQF First degree",1480178.41569493,"1480178.41569493"
"Greater London LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",527135.956926686,"527135.956926686"
"Greater London LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",411182.490015114,"411182.490015114"
"Greater London LSIP","wfEmployment","Qualification","RQF HE below degree level",384161.098149425,"384161.098149425"
"Greater London LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",354403.583401321,"354403.583401321"
"Greater London LSIP","wfEmployment","Qualification","RQF Doctorate",331702.532454124,"331702.532454124"
"Greater London LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",299122.692308104,"299122.692308104"
"Greater London LSIP","wfEmployment","Qualification","No Qualification",60881.7419671579,"60881.7419671579"
"Greater Manchester LEP","wfEmployment","Qualification","RQF First degree",399362.653253882,"399362.653253882"
"Greater Manchester LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",305637.66782311,"305637.66782311"
"Greater Manchester LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",253503.071951884,"253503.071951884"
"Greater Manchester LEP","wfEmployment","Qualification","RQF Other higher degree",241538.540756723,"241538.540756723"
"Greater Manchester LEP","wfEmployment","Qualification","RQF HE below degree level",107011.008075005,"107011.008075005"
"Greater Manchester LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",105102.863256482,"105102.863256482"
"Greater Manchester LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",93879.1791273295,"93879.1791273295"
"Greater Manchester LEP","wfEmployment","Qualification","No Qualification",56971.0298605829,"56971.0298605829"
"Greater Manchester LEP","wfEmployment","Qualification","RQF Doctorate",36055.9858950018,"36055.9858950018"
"Greater Manchester LSIP","wfEmployment","Qualification","RQF First degree",399362.653253882,"399362.653253882"
"Greater Manchester LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",305637.66782311,"305637.66782311"
"Greater Manchester LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",253503.071951884,"253503.071951884"
"Greater Manchester LSIP","wfEmployment","Qualification","RQF Other higher degree",241538.540756723,"241538.540756723"
"Greater Manchester LSIP","wfEmployment","Qualification","RQF HE below degree level",107011.008075005,"107011.008075005"
"Greater Manchester LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",105102.863256482,"105102.863256482"
"Greater Manchester LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",93879.1791273295,"93879.1791273295"
"Greater Manchester LSIP","wfEmployment","Qualification","No Qualification",56971.0298605829,"56971.0298605829"
"Greater Manchester LSIP","wfEmployment","Qualification","RQF Doctorate",36055.9858950018,"36055.9858950018"
"Greater Manchester MCA","wfEmployment","Qualification","RQF First degree",399362.653253882,"399362.653253882"
"Greater Manchester MCA","wfEmployment","Qualification","RQF A level &amp; equivalent",305637.66782311,"305637.66782311"
"Greater Manchester MCA","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",253503.071951884,"253503.071951884"
"Greater Manchester MCA","wfEmployment","Qualification","RQF Other higher degree",241538.540756723,"241538.540756723"
"Greater Manchester MCA","wfEmployment","Qualification","RQF HE below degree level",107011.008075005,"107011.008075005"
"Greater Manchester MCA","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",105102.863256482,"105102.863256482"
"Greater Manchester MCA","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",93879.1791273295,"93879.1791273295"
"Greater Manchester MCA","wfEmployment","Qualification","No Qualification",56971.0298605829,"56971.0298605829"
"Greater Manchester MCA","wfEmployment","Qualification","RQF Doctorate",36055.9858950018,"36055.9858950018"
"Heart of the South-West LSIP","wfEmployment","Qualification","RQF First degree",213136.54891609,"213136.54891609"
"Heart of the South-West LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",210666.542414975,"210666.542414975"
"Heart of the South-West LSIP","wfEmployment","Qualification","RQF Other higher degree",184453.767771675,"184453.767771675"
"Heart of the South-West LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",121621.535621952,"121621.535621952"
"Heart of the South-West LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",71431.7154912222,"71431.7154912222"
"Heart of the South-West LSIP","wfEmployment","Qualification","RQF HE below degree level",59853.7416648082,"59853.7416648082"
"Heart of the South-West LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",56248.17550164,"56248.17550164"
"Heart of the South-West LSIP","wfEmployment","Qualification","RQF Doctorate",27067.0716805191,"27067.0716805191"
"Heart of the South-West LSIP","wfEmployment","Qualification","No Qualification",17643.9009371195,"17643.9009371195"
"Heart of the South West LEP","wfEmployment","Qualification","RQF First degree",213136.54891609,"213136.54891609"
"Heart of the South West LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",210666.542414975,"210666.542414975"
"Heart of the South West LEP","wfEmployment","Qualification","RQF Other higher degree",184453.767771675,"184453.767771675"
"Heart of the South West LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",121621.535621952,"121621.535621952"
"Heart of the South West LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",71431.7154912222,"71431.7154912222"
"Heart of the South West LEP","wfEmployment","Qualification","RQF HE below degree level",59853.7416648082,"59853.7416648082"
"Heart of the South West LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",56248.17550164,"56248.17550164"
"Heart of the South West LEP","wfEmployment","Qualification","RQF Doctorate",27067.0716805191,"27067.0716805191"
"Heart of the South West LEP","wfEmployment","Qualification","No Qualification",17643.9009371195,"17643.9009371195"
"Hertfordshire LEP","wfEmployment","Qualification","RQF First degree",192565.953558829,"192565.953558829"
"Hertfordshire LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",152741.54907987,"152741.54907987"
"Hertfordshire LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",127905.715189599,"127905.715189599"
"Hertfordshire LEP","wfEmployment","Qualification","RQF Other higher degree",121703.685014521,"121703.685014521"
"Hertfordshire LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",68246.1296332302,"68246.1296332302"
"Hertfordshire LEP","wfEmployment","Qualification","RQF HE below degree level",51395.540319377,"51395.540319377"
"Hertfordshire LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",46833.1304417692,"46833.1304417692"
"Hertfordshire LEP","wfEmployment","Qualification","RQF Doctorate",17484.2649178863,"17484.2649178863"
"Hertfordshire LEP","wfEmployment","Qualification","No Qualification",15713.0318449187,"15713.0318449187"
"Hertfordshire LSIP","wfEmployment","Qualification","RQF First degree",192565.953558829,"192565.953558829"
"Hertfordshire LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",152741.54907987,"152741.54907987"
"Hertfordshire LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",127905.715189599,"127905.715189599"
"Hertfordshire LSIP","wfEmployment","Qualification","RQF Other higher degree",121703.685014521,"121703.685014521"
"Hertfordshire LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",68246.1296332302,"68246.1296332302"
"Hertfordshire LSIP","wfEmployment","Qualification","RQF HE below degree level",51395.540319377,"51395.540319377"
"Hertfordshire LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",46833.1304417692,"46833.1304417692"
"Hertfordshire LSIP","wfEmployment","Qualification","RQF Doctorate",17484.2649178863,"17484.2649178863"
"Hertfordshire LSIP","wfEmployment","Qualification","No Qualification",15713.0318449187,"15713.0318449187"
"Hull and East Yorkshire LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",71639.3676943135,"71639.3676943135"
"Hull and East Yorkshire LEP","wfEmployment","Qualification","RQF First degree",65531.0396161626,"65531.0396161626"
"Hull and East Yorkshire LEP","wfEmployment","Qualification","RQF Other higher degree",45842.9399792833,"45842.9399792833"
"Hull and East Yorkshire LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",42732.3668333297,"42732.3668333297"
"Hull and East Yorkshire LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",21874.1140587703,"21874.1140587703"
"Hull and East Yorkshire LEP","wfEmployment","Qualification","RQF HE below degree level",18637.039453435,"18637.039453435"
"Hull and East Yorkshire LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",16640.0808498722,"16640.0808498722"
"Hull and East Yorkshire LEP","wfEmployment","Qualification","RQF Doctorate",6696.71815459742,"6696.71815459742"
"Hull and East Yorkshire LEP","wfEmployment","Qualification","No Qualification",6055.33336023601,"6055.33336023601"
"Hull and East Yorkshire LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",71639.3676943135,"71639.3676943135"
"Hull and East Yorkshire LSIP","wfEmployment","Qualification","RQF First degree",65531.0396161626,"65531.0396161626"
"Hull and East Yorkshire LSIP","wfEmployment","Qualification","RQF Other higher degree",45842.9399792833,"45842.9399792833"
"Hull and East Yorkshire LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",42732.3668333297,"42732.3668333297"
"Hull and East Yorkshire LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",21874.1140587703,"21874.1140587703"
"Hull and East Yorkshire LSIP","wfEmployment","Qualification","RQF HE below degree level",18637.039453435,"18637.039453435"
"Hull and East Yorkshire LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",16640.0808498722,"16640.0808498722"
"Hull and East Yorkshire LSIP","wfEmployment","Qualification","RQF Doctorate",6696.71815459742,"6696.71815459742"
"Hull and East Yorkshire LSIP","wfEmployment","Qualification","No Qualification",6055.33336023601,"6055.33336023601"
"Kent and Medway LSIP","wfEmployment","Qualification","RQF First degree",227371.74664117,"227371.74664117"
"Kent and Medway LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",174809.642685286,"174809.642685286"
"Kent and Medway LSIP","wfEmployment","Qualification","RQF Other higher degree",152359.604223623,"152359.604223623"
"Kent and Medway LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",127884.674051044,"127884.674051044"
"Kent and Medway LSIP","wfEmployment","Qualification","RQF HE below degree level",62736.1251451089,"62736.1251451089"
"Kent and Medway LSIP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",59069.0550550485,"59069.0550550485"
"Kent and Medway LSIP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",58048.1546774504,"58048.1546774504"
"Kent and Medway LSIP","wfEmployment","Qualification","No Qualification",25423.1902988888,"25423.1902988888"
"Kent and Medway LSIP","wfEmployment","Qualification","RQF Doctorate",21168.8072223815,"21168.8072223815"
"Lancashire LEP","wfEmployment","Qualification","RQF First degree",187016.220445186,"187016.220445186"
"Lancashire LEP","wfEmployment","Qualification","RQF A level &amp; equivalent",156357.108350823,"156357.108350823"
"Lancashire LEP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",124667.704679116,"124667.704679116"
"Lancashire LEP","wfEmployment","Qualification","RQF Other higher degree",112500.395426584,"112500.395426584"
"Lancashire LEP","wfEmployment","Qualification","RQF HE below degree level",52757.223995485,"52757.223995485"
"Lancashire LEP","wfEmployment","Qualification","RQF GCSE(below grade C) &amp; equivalent",48820.3471402516,"48820.3471402516"
"Lancashire LEP","wfEmployment","Qualification","RQF Foundation degree;Nursing;Teaching",46211.0828920583,"46211.0828920583"
"Lancashire LEP","wfEmployment","Qualification","No Qualification",26840.4407580585,"26840.4407580585"
"Lancashire LEP","wfEmployment","Qualification","RQF Doctorate",17578.4763124393,"17578.4763124393"
"Lancashire LSIP","wfEmployment","Qualification","RQF First degree",187016.220445186,"187016.220445186"
"Lancashire LSIP","wfEmployment","Qualification","RQF A level &amp; equivalent",156357.108350823,"156357.108350823"
"Lancashire LSIP","wfEmployment","Qualification","RQF GCSE(A-C) &amp; equivalent",124667.704679116,"124667.704679116"
"Lancashire LSIP","wfEmployment","Qualification","RQF Other higher degree",112500.395426584,"112500.395426584"
